doc_id,title,year,doi,studied_genera,n_studied_genera,regions_detected,n_regions_detected,unassigned_genera,single_biogeographic_region,article_region_assignment
293,Isoenzymes related to flight activity in Tetragonisca angustula (Hymenoptera:Apidae:Meliponinae): Evidence of postranslational modification of the hexokinase and detection of new glycerol-3-phosphate dehydrogenase variants,1995,10.1007/bf00554595,Tetragonisca,1,Neotropical,1,,Neotropical,Neotropical
294,Sex determination in bees XXI. Number of xo-heteroalleles in a natural population of Melipona compressipes fasciculata (Apidae),1987,10.1007/bf02224359,Melipona,1,Neotropical,1,,Neotropical,Neotropical
295,"Evidence of at least two evolutionary lineages in Melipona subnitida (Apidae, Meliponini) suggested by mtDNA variability and geometric morphometrics of forewings",2014,10.1007/s00114-013-1123-5,Melipona,1,Neotropical,1,,Neotropical,Neotropical
296,"Bacteria, yeasts, and fungi associated with larval food of Brazilian native stingless bees",2023,10.1038/s41598-023-32298-w,Frieseomelitta; Melipona; Tetragonisca,3,Neotropical,1,,Neotropical,Neotropical
297,"Variation and genetic structure of Melipona quadrifasciata Lepeletier (Hymenoptera, Apidae) populations based on ISSR pattern",2010,10.1590/s1415-47572010005000052,Melipona,1,Neotropical,1,,Neotropical,Neotropical
298,Isolation and characterization of microsatellite loci in the stingless bee Melipona interrupta manaosensis (Apidae: Meliponini),2010,10.1007/s12686-009-9130-8,Melipona,1,Neotropical,1,,Neotropical,Neotropical
299,Development of polyploidy in silk glands of Melipona quadrifasciata anthidioides Lep. (Hym. apoidea) during the larval stage,1969,10.1002/jez.1401700203,Melipona,1,Neotropical,1,,Neotropical,Neotropical
300,Supernumerary B Chromosomes of Tetragonisca fiebrigi Share Repeat Content with Standard Chromosome Set of both T. fiebrigi and Tetragonisca angustula (Apidae: Meliponini),2023,10.1159/000533431,Tetragonisca,1,Neotropical,1,,Neotropical,Neotropical
301,The genomes sequenced for the neotropical stingless bees Scaptotrigona bipunctata and S. depilis strengthen the phylogenomics support for the taxonomy of social bees,2025,10.1590/1678-4685-gmb-2024-0255,Scaptotrigona,1,Neotropical,1,,Neotropical,Neotropical
302,Risk of local extinction and genetic diversity of Melipona quadrifasciata (Apidae: Meliponini) in a possible northeastern limit of its distribution in Brazil,2016,10.13102/sociobiology.v63i2.946,Melipona,1,Neotropical,1,,Neotropical,Neotropical
303,Genetic variability of stingless bees Melipona mondury Smith and Melipona quadrifasciata Lepeletier (Hymenoptera: Apidae) from a meliponary,2014,10.13102/sociobiology.v61i3.313-317,Melipona,1,Neotropical,1,,Neotropical,Neotropical
304,Enzymatic amplification and nucleotide sequencing of portions of the 18s rRNA gene of the bee Proplebeia dominicana (Apidae: Hymenoptera) isolated from 25-40 million year old Dominican amber,1992,,Proplebeia,1,,0,Proplebeia,NA,No region assigned
305,Unusual mitochondrial tRNA rearrangements in stingless bee Tetragonula pagdeni and phylogenetic analysis,2022,10.1111/ens.12526,Lepidotrigona; Melipona; Tetragonula,3,Indo-Australasian; Neotropical,2,,NA,Multi-region article
306,Eusocial bee male aggregations: Spatially and temporally separated but genetically homogenous,2016,10.1111/eea.12407,Tetragonisca,1,Neotropical,1,,Neotropical,Neotropical
307,"Investigation of Partamona helleri (Apidae, Meliponini) B chromosome origin. An approach by microdissection and whole chromosome painting",2013,10.1007/s13592-012-0157-6,Partamona,1,Neotropical,1,,Neotropical,Neotropical
308,"Sequence and RFLP analysis of the ITS2 ribosomal DNA in two Neotropical social bees, Melipona beecheii and Melipona yucatanica (Apidae, Meliponini)",2007,10.1007/s00040-007-0962-5,Melipona,1,Neotropical,1,,Neotropical,Neotropical
309,10-hydroxy-2E-decenoic acid (10HDA) does not promote caste differentiation in Melipona scutellaris stingless bees,2021,10.1038/s41598-021-89212-5,Melipona,1,Neotropical,1,,Neotropical,Neotropical
310,Cultured-dependent and cultured-independent study of bacteria associated with Thai commercial stingless bee Lepidotrigona terminata,2020,10.1080/00218839.2020.1831285,Lepidotrigona,1,Indo-Australasian,1,,Indo-Australasian,Indo-Australasian
311,"Genetic divergence between Melipona quadrifasciata Lepeletier (Hymenoptera, Apidae) populations",2013,10.1590/s1415-47572013000100016,Melipona,1,Neotropical,1,,Neotropical,Neotropical
312,Identification of Lactobacillus spp. and Fructobacillus spp. isolated from fresh Heterotrigona itama honey and their antagonistic activities against clinical pathogenic bacteria; [Identificación de Lactobacillus spp. y Fructobacillus spp. aislados de la miel fresca de Heterotrigona itama y sus actividades antagónicas contra las bacterias patógenas clínicas],2018,10.1080/00218839.2018.1428047,Heterotrigona,1,Indo-Australasian,1,,Indo-Australasian,Indo-Australasian
313,Occurrence and Origin of Supernumerary Chromosomes in Partamona (Hymenoptera: Apidae: Meliponini),2017,10.1159/000452290,Partamona,1,Neotropical,1,,Neotropical,Neotropical
314,Genetic Diversity of the Stingless Bee Scaptotrigona mexicana (Guérin) in the Gulf of Mexico Slope: Genetic Diversity of the Stingless Bee Scaptotrigona mexicana (Guérin) in the Gulf of Mexico Slope: A. Rodríguez et al.,2025,10.1007/s13744-024-01213-x,Scaptotrigona,1,Neotropical,1,,Neotropical,Neotropical
315,"Mitochondrial discrimination of stingless bees Tetragonisca angustula (Apidae: Meliponini) from Santa Catarina state, Brazil",2010,10.1051/apido/2009082,Tetragonisca,1,Neotropical,1,,Neotropical,Neotropical
316,A study on the genetic variability of stingless bees in terengganu by using random amplified polymorphic dna (Rapd) markers: A preliminary assessment,2020,,Heterotrigona; Tetragonula,2,Indo-Australasian,1,,Indo-Australasian,Indo-Australasian
317,"Cytogenetics of three Melipona species (Hymenoptera, Apidae, Meliponini)",2011,,Melipona,1,Neotropical,1,,Neotropical,Neotropical
318,Probiotic Potential of Lactic Acid Bacteria from Honey of Three Different Type Honeybees; [Potensi Probiotik Bakteri Asam Laktat Asal Madu dari Tiga Jenis Lebah yang Berbeda],2022,10.6066/jtip.2022.33.2.189,Heterotrigona; Trigona,2,Indo-Australasian; Neotropical,2,,NA,Multi-region article
319,"The first dataset of de novo transcriptome assembly of Heterotrigona itama (Apidae, Meliponinae) queen larva",2020,10.1016/j.dib.2020.105235,Heterotrigona,1,Indo-Australasian,1,,Indo-Australasian,Indo-Australasian
320,"Occurrence of multiple nucleolus organizer regions and intraspecific karyotype variation in Scaptotrigona xanthotricha Moure (Hymenoptera, Meliponini)",2009,10.4238/vol8-3gmr598,Scaptotrigona,1,Neotropical,1,,Neotropical,Neotropical
321,Microsatellite loci for the stingless bee Melipona rufiventris (Hymenoptera: Apidae),2009,10.1111/j.1755-0998.2008.02486.x,Melipona; Partamona,2,Neotropical,1,,Neotropical,Neotropical
322,"Supernumerary chromosomes in Partamona cupira (Hymenoptera, Apidae, Meliponinae)",1992,,Partamona,1,Neotropical,1,,Neotropical,Neotropical
323,Micro-Interferometry of Insect Polyploid Nuclei,1972,10.1508/cytologia.37.261,Melipona,1,Neotropical,1,,Neotropical,Neotropical
324,"Microsatellite marker discovery in the stingless bee uruçu-amarela (Melipona rufiventris group, hymenoptera, meliponini) for population genetic analysis",2019,10.3390/insects10120450,Melipona,1,Neotropical,1,,Neotropical,Neotropical
325,"Transcript levels of ten caste-related genes in adult diploid males of Melipona quadrifasciata(Hymenoptera, Apidae) - A comparison with haploid males, queens and workers",2011,10.1590/s1415-47572011005000050,Melipona,1,Neotropical,1,,Neotropical,Neotropical
326,"Molecular cytogenetics in the study of repetitive sequences helping to understand the evolution of heterochromatin in Melipona (Hymenoptera, Meliponini)",2021,10.1007/s10709-020-00111-5,Melipona,1,Neotropical,1,,Neotropical,Neotropical
327,A scientific note on the characterization of microsatellite loci for Melipona mondury (Hymenoptera: Apidae),2010,10.1051/apido/2009067,Melipona,1,Neotropical,1,,Neotropical,Neotropical
328,A genetic and morphological survey to trace the origin of Melipona beecheii (Apidae: Meliponini) from Cuba,2019,10.1007/s13592-019-00696-7,Melipona,1,Neotropical,1,,Neotropical,Neotropical
329,"Different Levels of Chromatin Condensation in Partamona chapadicola and Partamona nhambiquara (Hymenoptera, Apidae)",2020,10.1159/000507835,Partamona,1,Neotropical,1,,Neotropical,Neotropical
330,"Mitochondrial genome heteroplasmy and phylogenomics of the stingless bee Tetragonula laeviceps (Apidae, Apinae, Meliponini)",2024,10.1007/s13592-024-01096-2,Tetragonula,1,Indo-Australasian,1,,Indo-Australasian,Indo-Australasian
331,"Comparative molecular cytogenetics in five species of stingless bees (Hymenoptera, Apidae)",2023,10.1016/j.jcz.2022.11.008,Cephalotrigona; Partamona; Tetragona,3,Neotropical,1,,Neotropical,Neotropical
332,"Morphometric and molecular identification, domestication, and potentials of stingless bees (Apidae: Meliponini) in Mount Halimun Salak National Park, West Java, Indonesia",2023,10.13057/biodiv/d241132,Heterotrigona; Tetragonula,2,Indo-Australasian,1,,Indo-Australasian,Indo-Australasian
333,The queen is dead - Long live the workers: Intraspecific parasitism by workers in the stingless bee Melipona scutellaris,2009,10.1111/j.1365-294x.2009.04323.x,Melipona,1,Neotropical,1,,Neotropical,Neotropical
334,Temporal Changes in Gut Microbiota Composition and Pollen Diet Associated with Colony Weakness of a Stingless Bee,2023,10.1007/s00248-022-02027-3,Melipona,1,Neotropical,1,,Neotropical,Neotropical
335,Population structuring of the ubiquitous stingless bee Tetragonisca angustula in southern Brazil as revealed by microsatellite and mitochondrial markers,2017,10.1111/1744-7917.12371,Tetragonisca,1,Neotropical,1,,Neotropical,Neotropical
336,"The mitochondrial genome of the stingless bee Melipona bicolor (Hymenoptera, Apidae, Meliponini): Sequence, gene organization and a unique tRNA translocation event conserved across the tribe Meliponini",2008,10.1590/s1415-47572008000300010,Melipona,1,Neotropical,1,,Neotropical,Neotropical
337,Mitochondrial genome differences between the stingless bees Melipona rufiventris and Melipona mondury (Apidae: Meliponini),2007,,Melipona,1,Neotropical,1,,Neotropical,Neotropical
338,The Complete Mitochondrial Genome of the Stingless Bee Meliplebeia beccarii (Hymenoptera: Apidae: Meliponini) and Insights into Unusual Gene Rearrangement,2025,10.3390/ijms262110588,Meliplebeia,1,Afrotropical,1,,Afrotropical,Afrotropical
339,"An updated molecular phylogeny of the stingless bees of the genus Trigona (Hymenoptera, Meliponini) of the northern Peruvian forests",2023,10.3897/jhr.96.105311,Trigona,1,Neotropical,1,,Neotropical,Neotropical
340,"Chromosomal mapping of Repetitive DNA in Melipona Seminigra Merrillae Cockerell, 1919 (Hymenoptera, Apidae, Meliponini)",2021,10.3897/compcytogen.v15i1.56430,Melipona,1,Neotropical,1,,Neotropical,Neotropical
341,Taxonomic identification of stingless bees (Hymenoptera: Apidae: Meliponini) from selected locations of Tanzania using DNA barcoding,2025,10.1016/j.egg.2025.100402,Axestotrigona; Dactylurina; Hypotrigona; Plebeina,4,Afrotropical,1,,Afrotropical,Afrotropical
342,Characterization and identification of lactic acid bacteria from Mexican stingless bees (Apidae: Meliponini),2021,10.1088/1755-1315/858/1/012010,Melipona; Plebeia; Scaptotrigona,3,Neotropical,1,,Neotropical,Neotropical
343,"First draft genome assembly of the malaysian stingless bee, heterotrigona itama (Apidae, meliponinae)",2020,10.3390/data5040112,Heterotrigona,1,Indo-Australasian,1,,Indo-Australasian,Indo-Australasian
344,Genetic characterization of melipona subnitida stingless bee in Brazilian Northeast,2019,10.13102/sociobiology.v66i4.3408,Melipona,1,Neotropical,1,,Neotropical,Neotropical
345,"Cytogenetic characterization of two species of Frieseomelittaihering, 1912 (Hymenoptera, Apidae, Meliponini)",2011,10.1590/s1415-47572011005000010,Frieseomelitta,1,Neotropical,1,,Neotropical,Neotropical
346,Report on the microbiota of Melipona quadrifasciata affected by a recurrent disease,2017,10.1016/j.jip.2016.11.012,Melipona,1,Neotropical,1,,Neotropical,Neotropical
347,Nest architecture and genetic differentiation in a species complex of Australian stingless bees,2004,10.1111/j.1365-294x.2004.02236.x,Heterotrigona; Scaptotrigona; Trigona,3,Indo-Australasian; Neotropical,2,,NA,Multi-region article
348,"Feulgen-DNA response and chromatin condensation in Malpighian tubules of Melipona rufiventris and Melipona quadrifasciata (Hymenoptera, Apoidea)",2008,10.1016/j.cellbi.2008.04.010,Melipona,1,Neotropical,1,,Neotropical,Neotropical
349,Detection and identification of Melissococcus plutonius in stingless bees (Apidae: Meliponini) from Brazil,2025,10.1016/j.jip.2025.108418,Melipona; Nannotrigona; Partamona; Plebeia; Tetragonisca,5,Neotropical,1,,Neotropical,Neotropical
350,"Cytogenetic characterization of Melipona rufiventris Lepeletier 1836 and Melipona mondury Smith 1863 (Hymenoptera, Apidae) by C banding and fluorochromes staining",2008,10.1590/s1415-47572008000100010,Melipona,1,Neotropical,1,,Neotropical,Neotropical
351,An optimized method for the generation of AFLP markers in a stingless bee (Melipona quadrifasciata) reveals a high degree of intracolonial genetic polymorphism,2006,10.1051/apido:2006043,Melipona,1,Neotropical,1,,Neotropical,Neotropical
352,"Cobalt chloride induces metaphase when topically applied to larvae and pupae of the stingless bee Melipona scutellaris (Hymenoptera, Apidae, Meliponini)",2013,10.4238/2013.february.6.1,Melipona,1,Neotropical,1,,Neotropical,Neotropical
353,"Sublethal pesticide exposure alters stress response, detoxification, and immunity gene expression in larvae of the stingless bee Frieseomelitta varia (Apidae: Meliponini)",2025,10.1007/s11356-025-36111-1,Frieseomelitta,1,Neotropical,1,,Neotropical,Neotropical
354,"HIGH GENETIC VARIATIONS OF THE STINGLESS BEE Tetragonula laeviceps BASED ON MITOCHONDRIAL DNA OF CYTOCHROME C OXIDASE SUBUNIT 1 (CO1) GENE IN SUMATRA AND JAVA, INDONESIA",2023,10.17576/serangga-2023-2803-20,Tetragonula,1,Indo-Australasian,1,,Indo-Australasian,Indo-Australasian
355,"Methyl farnesoate epoxidase (mfe) gene expression and juvenile hormone titers in the life cycle of a highly eusocial stingless bee, Melipona scutellaris",2017,10.1016/j.jinsphys.2017.08.001,Melipona,1,Neotropical,1,,Neotropical,Neotropical
356,"Sex determination in bees. XXXIII. Decrease of xo heteroalleles in a finite population of Melipona scutellaris (Apidae, Meliponini)",1995,,Melipona,1,Neotropical,1,,Neotropical,Neotropical
357,"Utility of the ITS1 region for phylogenetic analysis in stingless bees: A case study of the endangered Melipona yucatanica Camargo, Moure and Roubik (Apidae: Meliponini)",2014,10.13102/sociobiology.v61i4.470-477,Melipona,1,Neotropical,1,,Neotropical,Neotropical
358,"Characterization of microsatellite loci for Trigona carbonaria, a stingless bee endemic to Australia",2001,10.1046/j.1471-8278.2001.00041.x,Trigona,1,Neotropical,1,,Neotropical,Neotropical
359,"The first internal transcribed spacer (ITS-1) of Melipona species (Hymenoptera, Apidae, Meliponini): Characterization and phylogenetic analysis",2005,10.1007/s00040-004-0767-8,Melipona,1,Neotropical,1,,Neotropical,Neotropical
360,Molecular characterization of the gene feminizer in the stingless bee Melipona interrupta (Hymenoptera: Apidae) reveals association to sex and caste development,2015,10.1016/j.ibmb.2015.09.008,Melipona,1,Neotropical,1,,Neotropical,Neotropical
361,"Genetic structure of colonies and a male aggregation in the stingless bee Scaptotrigona postica, as revealed by microsatellite analysis",2000,10.1007/s000400050010,Scaptotrigona,1,Neotropical,1,,Neotropical,Neotropical
362,The role of sex-biased dispersion in promoting mitonuclear discordance in Partamona helleri (Hymenoptera: Apidae: Meliponini),2022,10.1093/biolinnean/blac046,Partamona,1,Neotropical,1,,Neotropical,Neotropical
363,"DNA BARCODING OF STINGLESS BEES FROM KALIMANTAN, INDONESIA",2026,10.55446/ije.2025.1880,Geniotrigona; Heterotrigona; Homotrigona; Lepidotrigona; Tetragonula; Wallacetrigona,6,Indo-Australasian,1,,Indo-Australasian,Indo-Australasian
364,A geometric morphometric and microsatellite analyses of Scaptotrigona mexicana and S. pectoralis (Apidae: Meliponini) sheds light on the biodiversity of Mesoamerican stingless bees,2016,10.1007/s10841-016-9899-1,Scaptotrigona,1,Neotropical,1,,Neotropical,Neotropical
365,Assessment of the midgut microbiota in foragers of the stingless bee Melipona scutellaris following short-term sublethal exposure to imidacloprid,2025,10.1371/journal.pone.0339982,Melipona,1,Neotropical,1,,Neotropical,Neotropical
366,Isolation and partial characterisation of DNA from the bee Proplebeia dominicana (Apidae: Hymenoptera) in 25-40 million year old amber,1992,,Proplebeia,1,,0,Proplebeia,NA,No region assigned
367,"New molecular evidence for fragmentation between two distant populations of the threatened stingless bee Melipona subnitida Ducke (Hymenoptera, Apidae, Meliponini)",2014,10.3897/jhr.38.7302,Melipona,1,Neotropical,1,,Neotropical,Neotropical
368,Microbial diversity in stingless bee gut is linked to host wing size and influenced by the environment,2023,10.1016/j.jip.2023.107909,Austroplebeia; Tetragonula,2,Indo-Australasian,1,,Indo-Australasian,Indo-Australasian
369,"Isoenzyme variation in Melipona rufiventris (Hymenoptera: Apidae, Meliponina) in Minas Gerais State, Brazil",2005,10.1007/s10528-005-1066-4,Melipona,1,Neotropical,1,,Neotropical,Neotropical
370,Inconsistent changes on infuscation and length of the forewing of Heterotrigona itama populations supported by COI Phylogeny,2025,10.1080/00218839.2024.2323882,Heterotrigona,1,Indo-Australasian,1,,Indo-Australasian,Indo-Australasian
371,"Geographic variation in tetragonisca angustula (hymenoptera, apidae, meliponinae)",2005,10.1080/00218839.2005.11101157,Tetragonisca,1,Neotropical,1,,Neotropical,Neotropical
372,"A Deep Metagenomic Snapshot as a Proof-of-Concept for Resource Generation: Simultaneous Assembly of Host, Food, and Microbiome Genomes From Stingless Bee Larval Food",2025,10.1002/ece3.72546,Tetragonisca,1,Neotropical,1,,Neotropical,Neotropical
373,"Cytogenetic Analysis and Chromosomal Mapping of Repetitive DNA in Melipona Species (Hymenoptera, Meliponini)",2019,10.1159/000501754,Melipona,1,Neotropical,1,,Neotropical,Neotropical
374,Phylogenetic analyses of antibiotic-producing Streptomyces sp. isolates obtained from the stingless-bee Tetragonisca angustula (Apidae: Meliponini),2019,10.1099/mic.0.000754,Tetragonisca,1,Neotropical,1,,Neotropical,Neotropical
375,Karyotypic variation in the stingless bee Trigona spinipes (Hymenoptera: Apidae: Meliponini) from different geographical regions of Brazil,2021,10.1007/s13592-021-00906-1,Trigona,1,Neotropical,1,,Neotropical,Neotropical
376,Different repetitive DNA sequences make up heterochromatin in Meliponini,2020,10.1007/s13592-020-00766-1,Tetragonisca,1,Neotropical,1,,Neotropical,Neotropical
377,"The post-embryonic changes in melipona quadrifasciata anthidioides lep. (hym., Apoidea)",1969,10.1508/cytologia.34.369,Melipona,1,Neotropical,1,,Neotropical,Neotropical
378,"Melipona stingless bees and honey microbiota reveal the diversity, composition, and modes of symbionts transmission",2024,10.1093/femsec/fiae063,Melipona,1,Neotropical,1,,Neotropical,Neotropical
379,Isolation and characterization of 15 microsatellite loci in the stingless bee Plebeia remota (Apidae: Meliponini),2011,10.1007/s12686-010-9369-0,Plebeia,1,Neotropical,1,,Neotropical,Neotropical
380,A molecular phylogeny and the evolution of nest architecture and behavior in Trigona s.s. (Hymenoptera: Apidae: Meliponini),2008,10.1051/apido:2007051,Trigona,1,Neotropical,1,,Neotropical,Neotropical
381,A molecular phylogeny of the Old World stingless bees (Hymenoptera: Apidae: Meliponini) and the non-monophyly of the large genus Trigona,2007,10.1111/j.1365-3113.2006.00362.x,Heterotrigona; Melipona; Trigona,3,Indo-Australasian; Neotropical,2,,NA,Multi-region article
382,Development of a species-diagnostic marker and its application for population genetics studies of the stingless bee Trigona collina in Thailand,2010,10.4238/vol9-2gmr775,Trigona,1,Neotropical,1,,Neotropical,Neotropical
383,Extinction of anciently associated gut bacterial symbionts in a clade of stingless bees,2021,10.1038/s41396-021-01000-1,Melipona,1,Neotropical,1,,Neotropical,Neotropical
384,Molecular markers as a tool for population and evolutionary studies of stingless bees,2006,10.1051/apido:2006021,,0,,0,,NA,No region assigned
385,Vitellogenin gene expression in stingless bee workers differing in egg-laying behavior,2007,10.1007/s00040-007-0913-1,Frieseomelitta; Melipona; Scaptotrigona,3,Neotropical,1,,Neotropical,Neotropical
386,EVOLUTION OF THE MECHANISM OF CASTE DETERMINATION IN THE GENUS MELIPONA,1950,10.2307/2405530,Melipona,1,Neotropical,1,,Neotropical,Neotropical
387,GENETIC-VARIABILITY IN NATURAL-POPULATIONS OF BRAZILIAN SOCIAL BEES .2. ELECTROPHORETIC DATA FOR PGM AND MDH GIVE EVIDENCE FOR MULTIPLE FERTILIZATIONS IN STINGLESS BEES,1991,,Melipona; Partamona; Plebeia; Scaptotrigona,4,Neotropical,1,,Neotropical,Neotropical
388,"GENETIC-VARIABILITY IN NATURAL-POPULATIONS OF BRAZILIAN SOCIAL BEES .3. ELECTROPHORETIC DATA FOR ME, GPD, SOD AND IDH",1991,,Friesella; Melipona; Partamona; Scaptotrigona,4,Neotropical,1,,Neotropical,Neotropical
389,MUTATION IN BEES .3. APPLICATION IN BEE POPULATIONS OF A MUTATION-RATE,1986,,Melipona; Scaptotrigona,2,Neotropical,1,,Neotropical,Neotropical
390,Ultraspiracle of the stingless bees Melipona scutellaris and Scaptotrigona depilis:: cDNA sequence and expression profiles during pupal development,2007,10.1051/apido:2007035,Melipona; Scaptotrigona,2,Neotropical,1,,Neotropical,Neotropical
391,GENETIC-VARIABILITY IN NATURAL-POPULATIONS OF BRAZILIAN SOCIAL BEES .1. ISOZYME PATTERNS AND POLYMORPHISM FOR ESTERASES AND TOTAL PROTEIN,1990,,Melipona; Plebeia,2,Neotropical,1,,Neotropical,Neotropical
392,"Molecular Marker to Identify Two Stingless Bee Species: Tetragonisca angustula and Tetragonisca fiebrigi (Hymenoptera, Meliponinae)",2012,,Tetragonisca,1,Neotropical,1,,Neotropical,Neotropical
393,Developmental and behavioral modulation of humoral immunity in the stingless bee Frieseomelitta varia,2026,10.1007/s13592-026-01270-8,Frieseomelitta,1,Neotropical,1,,Neotropical,Neotropical
394,Conserved gut microbiomes with cross-species spillover between sympatric Neotropical stingless bees and honey bees,2026,10.1128/aem.02483-25,Melipona,1,Neotropical,1,,Neotropical,Neotropical
395,"Genetic divergence between populations of the stingless bee uruqu amarela (Melipona rufiventris group, Hymenoptera, Meliponini):: Is there a new Melipona species in the Brazilian state of Minas Gerais?",2007,10.1590/s1415-47572007000400027,Melipona,1,Neotropical,1,,Neotropical,Neotropical
396,"SEX DETERMINATION IN BEES .33. DECREASE OF XO-HETEROALLELES IN A FINITE POPULATION OF MELIPONA-SCUTELLARIS (APIDAE, MELIPONINI)",1995,,Melipona,1,Neotropical,1,,Neotropical,Neotropical
397,"Heat shock genes in the stingless bee Melipona interrupta (Hymenoptera, Meliponini)",2018,10.4238/gmr18062,Melipona,1,Neotropical,1,,Neotropical,Neotropical
398,BACILLUS DNA IN FOSSIL BEES - AN ANCIENT SYMBIOSIS,1994,10.1128/aem.60.6.2164-2167.1994,Proplebeia,1,,0,Proplebeia,NA,No region assigned
399,GENETIC DETERMINATION OF CASTES IN THE GENUS MELIPONA,1950,,Melipona,1,Neotropical,1,,Neotropical,Neotropical
400,Evidence for Gradients of Melipona rufiventris (Hymenoptera: Apidae) Genetic Diversity within the Brazilian Semiarid,2022,10.51847/3bdobenvih,Melipona,1,Neotropical,1,,Neotropical,Neotropical
401,"The microbiota of stingless bees: adaptive advantages in their development, feeding, and protection",2024,10.1127/entomologia/2024/2360,,0,,0,,NA,No region assigned
402,A COMPARATIVE-STUDY OF ESTERASE ISOZYMES IN HYMENOPTERA,1987,,Trigona,1,Neotropical,1,,Neotropical,Neotropical
403,A COMPARATIVE-STUDY OF ESTERASE ISOZYMES IN 6 SPECIES OF APIS AND 9 GENERA OF APOIDEA,1986,10.1080/00218839.1986.11100705,Trigona,1,Neotropical,1,,Neotropical,Neotropical
404,Mitochondrial sequencing and geometric morphometrics suggest two clades in the Tetragonilla collina (Apidae: Meliponini) population of Thailand,2017,10.1007/s13592-017-0517-3,,0,,0,,NA,No region assigned
405,Genes versus environment: geography and phylogenetic relationships shape the chemical profiles of stingless bees on a global scale,2013,10.1098/rspb.2013.0680,,0,,0,,NA,No region assigned
406,"DIET INFLUENCE ON THE EVOLUTION OF THE DNA CONTENT AND NUCLEAR-SURFACE OF HYPOPHARYNGEAL GLAND-CELLS FROM SCAPTOTRIGONA-POSTICA (HYMENOPTERA, APIDAE)",1983,,Scaptotrigona,1,Neotropical,1,,Neotropical,Neotropical
407,"POLYPLOIDY PATTERN IN LARVAL SILK GLANDS OF MELIPONA-QUADRIFASCIATA (HYMENOPTERA, APOIDEA)",1970,,Melipona,1,Neotropical,1,,Neotropical,Neotropical
408,SEX DETERMINATION IN BEES .11. PRODUCTION OF DIPLOID MALES AND SEX DETERMINATION IN MELIPONA-QUADRIFASCIATA,1979,10.1080/00218839.1979.11099950,Melipona,1,Neotropical,1,,Neotropical,Neotropical
409,"POST-EMBRYONIC CHANGES IN MELIPONA-QUADRIFASCIATA ANTHIDIOIDES LEP. (HYM., APOIDEA) .5. POLYPLOIDY IN LARVAL MALPIGHIAN TUBULES",1969,,Melipona,1,Neotropical,1,,Neotropical,Neotropical
410,SEX DETERMINATION IN BEES .4. GENETIC-CONTROL OF JUVENILE-HORMONE PRODUCTION IN MELIPONA-QUADRIFASCIATA (APIDAE),1975,,Melipona,1,Neotropical,1,,Neotropical,Neotropical
