doc_id,article_id,title,year,doi,source_database,genus_raw,genus_for_stm,n_genera_mentioned,mentioned_genera
191,191,"Characterization of microsatellite loci for the stingless bee Scaura latitarsis (Hymenoptera, Apidae, Meliponini)",2012,10.3897/jhr.30.3870,Scopus,Multiple,Multiple,3,Plebeia; Scaura; Schwarziana
192,192,"Genetic variability in Melipona quinquefasciata (Hymenoptera, Apidae, Meliponini) from northeastern Brazil determined using the first internal transcribed spacer (ITS1)",2009,10.4238/vol8-2kerr025,Scopus,Melipona,Melipona,1,Melipona
193,193,mt-COI heteroplasmy characterization of Tetragonisca angustula (Hymenoptera: Apidae),2025,10.1007/s13592-025-01181-0,Scopus,Tetragonisca,Tetragonisca,1,Tetragonisca
194,194,Tailed bacteriophages (Caudoviricetes) dominate the microbiome of a diseased stingless bee,2023,10.1590/1678-4685-gmb-2023-0120,Scopus,Melipona,Melipona,1,Melipona
195,195,Bacterial communities of indoor surface of stingless bee nests,2021,10.1371/journal.pone.0252933,Scopus,Multiple,Multiple,4,Frieseomelitta; Melipona; Tetragonisca; Trigona
196,196,Characterization of sex-specific variants of doublesex and feminizer genes in stingless bee species,2020,10.1007/s13592-020-00735-8,Scopus,Multiple,Multiple,3,Frieseomelitta; Melipona; Scaptotrigona
197,197,The nuclear and mitochondrial genomes of Frieseomelitta varia - A highly eusocial stingless bee (Meliponini) with a permanently sterile worker caste,2020,10.1186/s12864-020-06784-8,Scopus,Multiple,Multiple,2,Frieseomelitta; Melipona
198,198,Bacterial microbiota associated with the reproductive tissue of stingless bees,2025,10.1007/s13592-025-01228-2,Scopus,Tetragonula,Tetragonula,1,Tetragonula
199,199,Exploring the Potential of Alcohol-Fermenting Yeast Isolated from Heterotrigona itama Stingless Bees for Beverage Production,2024,10.7454/mss.v28i1.2199,Scopus,Heterotrigona,Heterotrigona,1,Heterotrigona
200,200,Investigating the molecular basis of cleptobiosis in eusocial stingless bees (Apidae: Hymenoptera),2025,10.1016/j.cbd.2025.101645,Scopus,Multiple,Multiple,4,Lestrimelitta; Nannotrigona; Scaptotrigona; Tetragonisca
201,201,"New occurrence of B chromosomes in Partamona helleri (Friese, 1900) (Hymenoptera, Meliponini)",2009,10.1590/s1415-47572009005000065,Scopus,Partamona,Partamona,1,Partamona
202,202,Comparative analysis of the gut microbiota of the sympatric stingless bee species Melipona beecheii and Melipona yucatanica,2026,10.1007/s42770-026-01905-z,Scopus,Melipona,Melipona,1,Melipona
203,203,The Complete Mitochondrial Genome of Lepidotrigona flavibasis (Hymenoptera: Meliponini) and High Gene Rearrangement in Lepidotrigona Mitogenomes,2021,10.1093/jisesa/ieab038,Scopus,Multiple,Multiple,2,Lepidotrigona; Melipona
204,204,Taxonomic patterns of host plants and its impact on honey properties by two sympatric Afrotropical stingless bee species in Zanzibar (Tanzania),2024,10.1111/aje.13257,Scopus,Multiple,Multiple,2,Hypotrigona; Meliponula
205,205,Inter- and intra-population B chromosome variability in Partamona helleri (Apidae: Meliponini),2021,10.1007/s13592-021-00904-3,Scopus,Partamona,Partamona,1,Partamona
206,206,Insights into miRNAs of the Stingless Bee Melipona quadrifasciata,2025,10.3390/ncrna11030048,Scopus,Melipona,Melipona,1,Melipona
207,207,"Unprecedented record of ten novel B chromosomes in the stingless bee Partamona helleri (Apidae, Meliponini)",2014,10.1007/s13592-013-0257-y,Scopus,Partamona,Partamona,1,Partamona
208,208,"Genetic differentiation in the stingless bee, scaptotrigona xanthotricha moure, 1950 (Apidae, Meliponini): A species with wide geographic distribution in the atlantic rainforest",2014,10.1093/jhered/esu031,Scopus,Scaptotrigona,Scaptotrigona,1,Scaptotrigona
209,209,Insights from Melipona bicolor hybrid genome assembly: a stingless bee genome with chromosome-level scaffold,2024,10.1186/s12864-024-10075-x,Scopus,Melipona,Melipona,1,Melipona
210,210,"Molecular Marker to identify two stingless bee species: Tetragonisca angustula and Tetragoniscafiebrigi (Hymenoptera, Meliponinae)",2012,10.13102/sociobiology.v59i1.671,Scopus,Tetragonisca,Tetragonisca,1,Tetragonisca
211,211,"Combining morphology and DNA barcoding resolves the taxonomy of Western Malagasy Liotrigona Moure, 1961 (Hymenoptera: Apidae: Meliponini)",2010,10.5733/afin.051.0210,Scopus,Liotrigona,Other_rare_genera,1,Liotrigona
212,212,"Allozyme variation in the stingless bee Trigona fuscobalteata (hymenoptera, apidae) from Peninsular Malaysia",1986,10.1016/0305-0491(86)90307-x,Scopus,Trigona,Trigona,1,Trigona
213,213,Sex determination in bees. III. Caste determination and genetic control in Melipona,1974,10.1007/bf02331565,Scopus,Melipona,Melipona,1,Melipona
214,214,Genetic architecture of the Tetragonula carbonaria species complex of Australian stingless bees (Hymenoptera: Apidae: Meliponini),2014,10.1111/bij.12292,Scopus,Tetragonula,Tetragonula,1,Tetragonula
215,215,"Apilactobacillus apisilvae sp. nov., Nicolia spurrieriana gen. nov. sp. nov., Bombilactobacillus folatiphilus sp. nov. and Bombilactobacillus thymidiniphilus sp. nov., four new lactic acid bacterial isolates from stingless bees Tetragonula carbonaria and Austroplebeia australis",2022,10.1099/ijsem.0.005588,Scopus,Multiple,Multiple,2,Austroplebeia; Tetragonula
216,216,"Genetic variability in Melipona scutellaris from Recôncavo, Bahia, Brazil",2013,10.4238/2013.september.10.1,Scopus,Melipona,Melipona,1,Melipona
217,217,"First karyotype characterization of four species of Partamona (Friese, 1980) (Hymenoptera, Apidae, Meliponinae) in Mato Grosso State, Brazil",1999,,Scopus,Partamona,Partamona,1,Partamona
218,218,"Isolation, Molecular Identification, and Enzymatic Activity of Microorganisms Associated with the Gut of Stingless Bees Tetragonisca angustula Latreille, 1811",2025,10.1007/s13744-025-01342-x,Scopus,Tetragonisca,Tetragonisca,1,Tetragonisca
219,219,Prevalence of begomoviruses in Trigona fuscipennis and Trigona fulviventris visitors of Jatropha curcas,2023,10.1080/00218839.2020.1756181,Scopus,Trigona,Trigona,1,Trigona
220,220,"Genetic diversity of Melipona mandacaia SMITH 1863 (Hymenoptera, Apidae), an endemic bee species from Brazilian Caatinga, using ISSR",2012,10.1155/2012/372138,Scopus,Melipona,Melipona,1,Melipona
221,221,Effect of low temperature on male meiosis in melipona marginata,1972,10.1080/00218839.1972.11099705,Scopus,Melipona,Melipona,1,Melipona
222,222,Identification of Potential Medicinal Plant Species in Multiflora Trigona Species Honey from Riau Using a Metabarcoding Approach,2025,10.26538/tjnpr/v9i3.39,Scopus,Trigona,Trigona,1,Trigona
223,223,Complete mitochondrial genome of the stingless bee Lepidotrigona terminata (Hymenoptera: Meliponinae) and phylogenetic analysis,2020,10.1080/23802359.2020.1715298,Scopus,Lepidotrigona,Other_rare_genera,1,Lepidotrigona
224,224,Contrasting patterns of foraging behavior in neotropical stingless bees using pollen and honey metabarcoding,2023,10.1038/s41598-023-41304-0,Scopus,Multiple,Multiple,3,Melipona; Scaptotrigona; Tetragonisca
225,225,Genetic and morphometric variation in Schwarziana quadripunctata and Schwarziana mourei (Hymenoptera: Apidae: Meliponini),2022,10.1007/s00040-022-00878-0,Scopus,Schwarziana,Other_rare_genera,1,Schwarziana
226,226,Microbial communities of three sympatric Australian stingless bee species,2014,10.1371/journal.pone.0105718,Scopus,Multiple,Multiple,2,Austroplebeia; Tetragonula
227,227,Transferability of microsatellite primers developed for stingless bees to four other species of the genus Melipona,2011,10.4238/2011.november.22.11,Scopus,Multiple,Multiple,2,Melipona; Trigona
228,228,"Karyotype characterization of Trigona fulviventris Guérin, 1835 (Hymenoptera, Meliponini) by C banding and fluorochrome staining: Report of a new chromosome number in the genus",2005,10.1590/s1415-47572005000300009,Scopus,Trigona,Trigona,1,Trigona
229,229,"Hive Transplantation Has Minimal Impact on the Core Gut Microbiome of the Australian Stingless Bee, Tetragonula carbonaria",2023,10.1007/s00248-023-02222-w,Scopus,Tetragonula,Tetragonula,1,Tetragonula
230,230,Origin of males in Melipona subnitida estimated from data of an isozymic polymorphic system,1976,10.1007/bf00055470,Scopus,Melipona,Melipona,1,Melipona
231,231,Evidences that genetically determined melipona queens can become workers.,1966,,Scopus,Melipona,Melipona,1,Melipona
232,232,"Phylogeography and historical demography of the neotropical stingless bee Melipona quadrifasciata (Hymenoptera, Apidae): Incongruence between morphology and mitochondrial DNA",2010,10.1051/apido/2010001,Scopus,Melipona,Melipona,1,Melipona
233,233,Genetic structure of the commercial stingless bee Heterotrigona itama (Apidae: Meliponini) in Thailand,2024,10.1371/journal.pone.0312386,Scopus,Heterotrigona,Heterotrigona,1,Heterotrigona
234,234,Morphometric and genetic analyses show differentiation of the widely distributed stingless bee Nannotrigona perilampoides (Hymenoptera: Meliponini) across geographic regions in Mexico,2022,10.1080/00218839.2022.2093576,Scopus,Nannotrigona,Other_rare_genera,1,Nannotrigona
235,235,"New Penicillium and Talaromyces species from honey, pollen and nests of stingless bees",2018,10.1007/s10482-018-1081-1,Scopus,Melipona,Melipona,1,Melipona
236,236,"RAPD polymorphism in Tetragonisca angustula (Hymenoptera; Meliponinae, Trigonini) populations",2006,,Scopus,Tetragonisca,Tetragonisca,1,Tetragonisca
237,237,Characterisation of probiotic potential and whole genome analysis of lactic acid bacteria isolated from Tetragonula Laeviceps and Heterotrigona Itama bee bread,2025,10.1007/s10482-025-02191-9,Scopus,Multiple,Multiple,2,Heterotrigona; Tetragonula
238,238,"Preliminary characterization of mitochondrial genome of Melipona scutellaris, a Brazilian stingless bee",2014,10.1155/2014/927546,Scopus,Melipona,Melipona,1,Melipona
239,239,"Mitochondrial and nuclear DNA characterization in the Melipona species (hymenoptera, meliponini) by RFLP analysis",2002,10.1034/j.1601-5223.2002.01685.x,Scopus,Melipona,Melipona,1,Melipona
240,240,"Analysis of the intercaste transcriptional profile of Melipona scutellaris latreille, 1811 (hymenoptera, apidae, meliponini) by mRNA differential display",2009,10.4067/s0716-97602009000100011,Scopus,Melipona,Melipona,1,Melipona
241,241,"Karyotypic description of the stingless bee Oxytrigona cf. flaveola (Hymenoptera, Apidae, Meliponina) of a colony from Tangará da Serra, Mato Grosso state, Brazil",2010,10.1590/s1415-47572010000300020,Scopus,Oxytrigona,Other_rare_genera,1,Oxytrigona
242,242,The virome of an endangered stingless bee suffering from annual mortality in Southern Brazil,2019,10.1099/jgv.0.001273,Scopus,Melipona,Melipona,1,Melipona
243,243,Further evidences of an emerging stingless bee-yeast symbiosis,2023,10.3389/fmicb.2023.1221724,Scopus,Multiple,Multiple,4,Melipona; Partamona; Scaptotrigona; Tetragona
244,244,"Prediction of social structure and genetic relatedness in colonies of the facultative polygynous stingless bee Melipona bicolor (Hymenoptera, Apidae)",2011,10.1590/s1415-47572011005000008,Scopus,Melipona,Melipona,1,Melipona
245,245,Bacterial Community in Apis cerana and Heterotrigona itama Honey Using a Metabarcoding Approach,2026,10.4308/hjb.33.2.310-320,Scopus,Heterotrigona,Heterotrigona,1,Heterotrigona
246,246,"Rapid evolution, rearrangements and whole mitogenome duplication in the Australian stingless bees Tetragonula (Hymenoptera: Apidae): A steppingstone towards understanding mitochondrial function and evolution",2023,10.1016/j.ijbiomac.2023.124568,Scopus,Tetragonula,Tetragonula,1,Tetragonula
247,247,Genetic structure of nest aggregations and drone congregations of the southeast Asian stingless bee Trigona collina,2004,10.1111/j.1365-294x.2004.02194.x,Scopus,Multiple,Multiple,2,Scaptotrigona; Trigona
248,248,"Differentially displayed expressed sequence tags in Melipona scutellaris (Hymenoptera, Apidae, Meliponini) development",2006,10.1590/s0001-37652006000100008,Scopus,Melipona,Melipona,1,Melipona
249,249,"Isolation and characterization of microsatellites from Scaptotrigona xanthotricha (Apidae, Meliponini): A stingless bee in the Brazilian Atlantic rainforest",2012,10.1007/s13592-011-0109-6,Scopus,Scaptotrigona,Scaptotrigona,1,Scaptotrigona
250,250,Metabarcoding in diet assessment of heterotrigona itama based on trnl marker towards domestication program,2021,10.3390/insects12030205,Scopus,Heterotrigona,Heterotrigona,1,Heterotrigona
251,251,"Starmerella meliponinorum sp. nov., a novel ascomycetous yeast species associated with stingless bees",2003,10.1099/ijs.0.02262-0,Scopus,Multiple,Multiple,4,Melipona; Scaptotrigona; Tetragonisca; Trigona
252,252,Biomonitoring via DNA metabarcoding and light microscopy of bee pollen in rainforest transformation landscapes of Sumatra,2022,10.1186/s12862-022-02004-x,Scopus,Tetragonula,Tetragonula,1,Tetragonula
253,253,DNA Barcoding of Stingless Bees (Hymenoptera: Meliponini) in Northern Peruvian Forests: A Plea for Integrative Taxonomy,2022,10.3390/d14080632,Scopus,Multiple,Multiple,12,Geotrigona; Melipona; Nannotrigona; Partamona; Plebeia; Ptilotrigona; Scaptotrigona; Scaura; Tetragona; Tetragonisca; Trigona; Trigonisca
254,254,"Characterization and distribution of supernumerary chromosomes in 23 colonies of Partamona helleri (Hymenoptera, Apidae, Meliponinae)",1997,,Scopus,Partamona,Partamona,1,Partamona
255,255,"Differentiation of Melipona quadrifasciata L. (Hymenoptera, Apidae, Meliponini) subspecies using cytochrome b PCR-RFLP patterns",2008,10.1590/s1415-47572008000300009,Scopus,Melipona,Melipona,1,Melipona
256,256,"Genetic divergence in Tetragonisca angustula Latreille, 1811 (Hymenoptera, Meliponinae,Trigonini) based on rapd markers",2004,10.1590/s1415-47572004000200009,Scopus,Tetragonisca,Tetragonisca,1,Tetragonisca
257,257,"Genome-wide discovery and characterization of microsatellite markers from Melipona fasciculata (Hymenoptera: Apidae), cross-amplification and a snapshot assessment of the genetic diversity in two stingless bee populations",2018,10.14411/eje.2018.058,Scopus,Melipona,Melipona,1,Melipona
258,258,Yeasts from the nests of two Amazonian stingless bees: screening and PCR-RFLP molecular analysis,2022,10.1007/s13199-022-00865-w,Scopus,Multiple,Multiple,2,Cephalotrigona; Melipona
259,259,Expression of methyl farnesoate epoxidase (Mfe) and juvenile hormone esterase (jhe) genes and their relation to social organization in the stingless bee melipona interrupta (hymenoptera: Apidae),2021,10.1590/1678-4685-gmb-2020-0367,Scopus,Melipona,Melipona,1,Melipona
260,260,Phylogenetic analysis of tetragonula minangkabau and other species using cytochrome b gene,2019,10.2478/jas-2019-0008,Scopus,Tetragonula,Tetragonula,1,Tetragonula
261,261,Hybridization and asymmetric introgression between Tetragonisca angustula and Tetragonisca fiebrigi,2014,10.1007/s13592-013-0224-7,Scopus,Tetragonisca,Tetragonisca,1,Tetragonisca
262,262,Exploring the genome of Lactobacillaceae spp. Sy-1 isolated from Heterotrigona itama honey,2022,10.7717/peerj.13053,Scopus,Heterotrigona,Heterotrigona,1,Heterotrigona
263,263,"Karyotype diversity of stingless bees of the genus frieseomelitta (Hymenoptera, apidae, meliponini)",2020,10.13128/caryologia-610,Scopus,Frieseomelitta,Frieseomelitta,1,Frieseomelitta
264,264,"Bacterial diversity of stingless bee honey in Yunnan, China: isolation and genome sequencing of a novel acid-resistant Lactobacillus pentosus (SYBC-MI) with probiotic and L. tryptophan producing potential via millet fermentation",2023,10.3389/fbioe.2023.1272308,Scopus,Trigona,Trigona,1,Trigona
265,265,"Isoenzymatic characterization of the hexokinase in the development of Plebeia droryana (Hymenoptera, Apidae) and its relation with flight activity; [Caracterização isoenzimática da hexoquinase no desenvolvimento de Plebeia droryana (Hymenoptera, Apidae) e sua relação com a atividade de vôo.]",1995,,Scopus,Plebeia,Plebeia,1,Plebeia
266,266,Trouble in the tropics: Pathogen spillover is a threat for native stingless bees,2023,10.1016/j.biocon.2023.110150,Scopus,Melipona,Melipona,1,Melipona
267,267,Supplementary Diets Impact the Abundance of Core Bacteria in the Gut of a Managed Stingless Bee but Not Its Fat Body Size,2025,10.1111/jen.13422,Scopus,Melipona,Melipona,1,Melipona
268,268,"Inheritance pattern of RAPD markers in Melipona quadrifasciata (Hymenoptera: Apidae, Meliponinae)",2001,10.1093/jhered/92.3.279,Scopus,Melipona,Melipona,1,Melipona
269,269,"Comprehensive Insights into Malaysian Stingless Bee Honey: Biodiversity, Therapeutic Benefits, and Analytical Approaches",2025,10.55373/mjchem.v27i1.61,Scopus,Multiple,Multiple,2,Geniotrigona; Heterotrigona
270,270,Cytogenetic characterization of Austroplebeia australis: evolutionary hints from a stingless bee outside the Neotropical region,2022,10.1007/s13592-022-00969-8,Scopus,Austroplebeia,Other_rare_genera,1,Austroplebeia
271,271,Home Sweet Home: Yeasts Living in Substrates Associated with Melipona scutellaris in the Brazilian Atlantic Forest,2024,10.13102/sociobiology.v71i2.10359,Scopus,Melipona,Melipona,1,Melipona
272,272,Gene Flow from Wild to Managed Colonies in the Stingless Bee Scaptotrigona Mexicana and an Update on its Mating Frequency,2021,10.2478/jas-2021-0020,Scopus,Scaptotrigona,Scaptotrigona,1,Scaptotrigona
273,273,A molecular phylogeny of the stingless bee genus Melipona (Hymenoptera: Apidae),2010,10.1016/j.ympev.2010.04.026,Scopus,Melipona,Melipona,1,Melipona
274,274,Conserved numts mask a highly divergent mitochondrial-COI gene in a species complex of Australian stingless bees Tetragonula (Hymenoptera: Apidae),2019,10.1080/24701394.2019.1665036,Scopus,Multiple,Multiple,2,Melipona; Tetragonula
275,275,Genome size variation in Melipona species (Hymenoptera: Apidae) and sub-grouping by their DNA content,2010,10.1051/apido/20010023,Scopus,Melipona,Melipona,1,Melipona
276,276,"Comparative cytogenetic analysis of three species of the genus Partamona (Apidae, Meliponini)",2021,10.1007/s13592-020-00798-7,Scopus,Partamona,Partamona,1,Partamona
277,277,Integrative approach untangles the misconceptions about the range and identity of two stingless bees from the Brazilian semiarid region,2020,10.1080/00218839.2019.1673594,Scopus,Melipona,Melipona,1,Melipona
278,278,Sugar response and gustatory gene expression in the stingless bee Tetragonisca fiebrigi,2025,10.1016/j.jinsphys.2025.104818,Scopus,Tetragonisca,Tetragonisca,1,Tetragonisca
279,279,"Characterization of antennal sensilla, larvae morphology and olfactory genes of Melipona scutellaris stingless bee",2017,10.1371/journal.pone.0174857,Scopus,Melipona,Melipona,1,Melipona
280,280,Detection of mitochondrial DNA restriction site differences between the subspecies of Melipona quadrifasciata Lepeletier (Hymenoptera: Apidae: Meliponini); [Detecção de diferenças no padrão de restrição do DNA mitocondrial entre duas subespécies de Melipona quadrifasciata Lepeletier (Hymenoptera: Apidae: Meliponini)],2005,10.1590/s1519-566x2005000300004,Scopus,Melipona,Melipona,1,Melipona
281,281,"Gene copy number and differential gene expression in haploid and diploid males of the stingless bee, Melipona quadrifasciata",2012,10.1007/s00040-012-0259-1,Scopus,Melipona,Melipona,1,Melipona
282,282,Microsatellite loci for stingless bees,1998,,Scopus,Melipona,Melipona,1,Melipona
283,283,Genetic diversity in nannotrigona testaceicornis (Hymenoptera: Apidae) aggregations in southeastern Brazil,2017,10.1093/jisesa/iew101,Scopus,Nannotrigona,Other_rare_genera,1,Nannotrigona
284,284,"DNA characterization and karyotypic evolution in the bee genus Melipona (Hymenoptera, Meliponini)",2002,10.1034/j.1601-5223.2002.1360104.x,Scopus,Multiple,Multiple,2,Melipona; Scaptotrigona
285,285,Recombination mapping of the Brazilian stingless bee Frieseomelitta varia confirms high recombination rates in social hymenoptera,2021,10.1186/s12864-021-07987-3,Scopus,Frieseomelitta,Frieseomelitta,1,Frieseomelitta
286,286,Diagnostics of wild stingless bees from northeast india,2020,10.5958/0974-8172.2020.00076.0,Scopus,Multiple,Multiple,2,Lepidotrigona; Tetragonula
287,287,Preliminary molecular characterization of Angelita Bees (Tetragonisca Angustula) from Guarico state through RAPD markers; [Caracterización molecular preliminar de abejas Angelita (Tetragonisca Angustula) del estado Guárico mediante marcadores moleculares RAPD],2014,,Scopus,Tetragonisca,Tetragonisca,1,Tetragonisca
288,288,Molecular identification of Amazonian stingless bees using polymerase chain reaction single-strand conformation polymorphism,2014,10.4238/2014.july.25.4,Scopus,Multiple,Multiple,3,Melipona; Scaptotrigona; Trigona
289,289,The first ITS2 sequence data set of eDNA from honey of Malaysian giant honeybees (Apis dorsata) and stingless bees (Heterotrigona itama) reveals plant species diversity,2023,10.1186/s13104-023-06495-9,Scopus,Heterotrigona,Heterotrigona,1,Heterotrigona
290,290,"Morphological, chemical, and molecular analyses differentiate populations of the subterranean nesting stingless bee Mourella caerulea (Apidae: Meliponini)",2018,10.1007/s13592-018-0563-5,Scopus,Mourella,Other_rare_genera,1,Mourella
291,291,Pot-pollen DNA barcoding as a tool to determine the diversity of plant species visited by Ecuadorian stingless bees,2025,10.1371/journal.pone.0323306,Scopus,Multiple,Multiple,3,Melipona; Scaptotrigona; Tetragonisca
292,292,Phylogenetic relationships of heterotrigona itama in Malaysia based on COI DNA sequences,2018,,Scopus,Heterotrigona,Heterotrigona,1,Heterotrigona
293,293,Isoenzymes related to flight activity in Tetragonisca angustula (Hymenoptera:Apidae:Meliponinae): Evidence of postranslational modification of the hexokinase and detection of new glycerol-3-phosphate dehydrogenase variants,1995,10.1007/bf00554595,Scopus,Tetragonisca,Tetragonisca,1,Tetragonisca
294,294,Sex determination in bees XXI. Number of xo-heteroalleles in a natural population of Melipona compressipes fasciculata (Apidae),1987,10.1007/bf02224359,Scopus,Melipona,Melipona,1,Melipona
295,295,"Evidence of at least two evolutionary lineages in Melipona subnitida (Apidae, Meliponini) suggested by mtDNA variability and geometric morphometrics of forewings",2014,10.1007/s00114-013-1123-5,Scopus,Melipona,Melipona,1,Melipona
296,296,"Bacteria, yeasts, and fungi associated with larval food of Brazilian native stingless bees",2023,10.1038/s41598-023-32298-w,Scopus,Multiple,Multiple,3,Frieseomelitta; Melipona; Tetragonisca
297,297,"Variation and genetic structure of Melipona quadrifasciata Lepeletier (Hymenoptera, Apidae) populations based on ISSR pattern",2010,10.1590/s1415-47572010005000052,Scopus,Melipona,Melipona,1,Melipona
298,298,Isolation and characterization of microsatellite loci in the stingless bee Melipona interrupta manaosensis (Apidae: Meliponini),2010,10.1007/s12686-009-9130-8,Scopus,Melipona,Melipona,1,Melipona
299,299,Development of polyploidy in silk glands of Melipona quadrifasciata anthidioides Lep. (Hym. apoidea) during the larval stage,1969,10.1002/jez.1401700203,Scopus,Melipona,Melipona,1,Melipona
300,300,Supernumerary B Chromosomes of Tetragonisca fiebrigi Share Repeat Content with Standard Chromosome Set of both T. fiebrigi and Tetragonisca angustula (Apidae: Meliponini),2023,10.1159/000533431,Scopus,Tetragonisca,Tetragonisca,1,Tetragonisca
301,301,The genomes sequenced for the neotropical stingless bees Scaptotrigona bipunctata and S. depilis strengthen the phylogenomics support for the taxonomy of social bees,2025,10.1590/1678-4685-gmb-2024-0255,Scopus,Scaptotrigona,Scaptotrigona,1,Scaptotrigona
302,302,Risk of local extinction and genetic diversity of Melipona quadrifasciata (Apidae: Meliponini) in a possible northeastern limit of its distribution in Brazil,2016,10.13102/sociobiology.v63i2.946,Scopus,Melipona,Melipona,1,Melipona
303,303,Genetic variability of stingless bees Melipona mondury Smith and Melipona quadrifasciata Lepeletier (Hymenoptera: Apidae) from a meliponary,2014,10.13102/sociobiology.v61i3.313-317,Scopus,Melipona,Melipona,1,Melipona
304,304,Enzymatic amplification and nucleotide sequencing of portions of the 18s rRNA gene of the bee Proplebeia dominicana (Apidae: Hymenoptera) isolated from 25-40 million year old Dominican amber,1992,,Scopus,Proplebeia,Other_rare_genera,1,Proplebeia
305,305,Unusual mitochondrial tRNA rearrangements in stingless bee Tetragonula pagdeni and phylogenetic analysis,2022,10.1111/ens.12526,Scopus,Multiple,Multiple,3,Lepidotrigona; Melipona; Tetragonula
306,306,Eusocial bee male aggregations: Spatially and temporally separated but genetically homogenous,2016,10.1111/eea.12407,Scopus,Tetragonisca,Tetragonisca,1,Tetragonisca
307,307,"Investigation of Partamona helleri (Apidae, Meliponini) B chromosome origin. An approach by microdissection and whole chromosome painting",2013,10.1007/s13592-012-0157-6,Scopus,Partamona,Partamona,1,Partamona
308,308,"Sequence and RFLP analysis of the ITS2 ribosomal DNA in two Neotropical social bees, Melipona beecheii and Melipona yucatanica (Apidae, Meliponini)",2007,10.1007/s00040-007-0962-5,Scopus,Melipona,Melipona,1,Melipona
309,309,10-hydroxy-2E-decenoic acid (10HDA) does not promote caste differentiation in Melipona scutellaris stingless bees,2021,10.1038/s41598-021-89212-5,Scopus,Melipona,Melipona,1,Melipona
310,310,Cultured-dependent and cultured-independent study of bacteria associated with Thai commercial stingless bee Lepidotrigona terminata,2020,10.1080/00218839.2020.1831285,Scopus,Lepidotrigona,Other_rare_genera,1,Lepidotrigona
311,311,"Genetic divergence between Melipona quadrifasciata Lepeletier (Hymenoptera, Apidae) populations",2013,10.1590/s1415-47572013000100016,Scopus,Melipona,Melipona,1,Melipona
312,312,Identification of Lactobacillus spp. and Fructobacillus spp. isolated from fresh Heterotrigona itama honey and their antagonistic activities against clinical pathogenic bacteria; [Identificación de Lactobacillus spp. y Fructobacillus spp. aislados de la miel fresca de Heterotrigona itama y sus actividades antagónicas contra las bacterias patógenas clínicas],2018,10.1080/00218839.2018.1428047,Scopus,Multiple,Multiple,2,Heterotrigona; Trigona
313,313,Occurrence and Origin of Supernumerary Chromosomes in Partamona (Hymenoptera: Apidae: Meliponini),2017,10.1159/000452290,Scopus,Partamona,Partamona,1,Partamona
314,314,Genetic Diversity of the Stingless Bee Scaptotrigona mexicana (Guérin) in the Gulf of Mexico Slope: Genetic Diversity of the Stingless Bee Scaptotrigona mexicana (Guérin) in the Gulf of Mexico Slope: A. Rodríguez et al.,2025,10.1007/s13744-024-01213-x,Scopus,Scaptotrigona,Scaptotrigona,1,Scaptotrigona
315,315,"Mitochondrial discrimination of stingless bees Tetragonisca angustula (Apidae: Meliponini) from Santa Catarina state, Brazil",2010,10.1051/apido/2009082,Scopus,Tetragonisca,Tetragonisca,1,Tetragonisca
316,316,A study on the genetic variability of stingless bees in terengganu by using random amplified polymorphic dna (Rapd) markers: A preliminary assessment,2020,,Scopus,Multiple,Multiple,2,Heterotrigona; Tetragonula
317,317,"Cytogenetics of three Melipona species (Hymenoptera, Apidae, Meliponini)",2011,,Scopus,Melipona,Melipona,1,Melipona
318,318,Probiotic Potential of Lactic Acid Bacteria from Honey of Three Different Type Honeybees; [Potensi Probiotik Bakteri Asam Laktat Asal Madu dari Tiga Jenis Lebah yang Berbeda],2022,10.6066/jtip.2022.33.2.189,Scopus,Multiple,Multiple,2,Heterotrigona; Trigona
319,319,"The first dataset of de novo transcriptome assembly of Heterotrigona itama (Apidae, Meliponinae) queen larva",2020,10.1016/j.dib.2020.105235,Scopus,Heterotrigona,Heterotrigona,1,Heterotrigona
320,320,"Occurrence of multiple nucleolus organizer regions and intraspecific karyotype variation in Scaptotrigona xanthotricha Moure (Hymenoptera, Meliponini)",2009,10.4238/vol8-3gmr598,Scopus,Scaptotrigona,Scaptotrigona,1,Scaptotrigona
321,321,Microsatellite loci for the stingless bee Melipona rufiventris (Hymenoptera: Apidae),2009,10.1111/j.1755-0998.2008.02486.x,Scopus,Multiple,Multiple,2,Melipona; Partamona
322,322,"Supernumerary chromosomes in Partamona cupira (Hymenoptera, Apidae, Meliponinae)",1992,,Scopus,Partamona,Partamona,1,Partamona
323,323,Micro-Interferometry of Insect Polyploid Nuclei,1972,10.1508/cytologia.37.261,Scopus,Melipona,Melipona,1,Melipona
324,324,"Microsatellite marker discovery in the stingless bee uruçu-amarela (Melipona rufiventris group, hymenoptera, meliponini) for population genetic analysis",2019,10.3390/insects10120450,Scopus,Melipona,Melipona,1,Melipona
325,325,"Transcript levels of ten caste-related genes in adult diploid males of Melipona quadrifasciata(Hymenoptera, Apidae) - A comparison with haploid males, queens and workers",2011,10.1590/s1415-47572011005000050,Scopus,Melipona,Melipona,1,Melipona
326,326,"Molecular cytogenetics in the study of repetitive sequences helping to understand the evolution of heterochromatin in Melipona (Hymenoptera, Meliponini)",2021,10.1007/s10709-020-00111-5,Scopus,Melipona,Melipona,1,Melipona
