doc_index,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,doc_id,article_id,title,year,source_database,genus_raw,genus_for_stm,mentioned_genera,journal,doi
104,0.0012462908596218166,0.9122869228031516,0.006048303002944367,0.0038576201731069697,7.841995025111369e-4,0.06953765650144932,7.404647588546409e-4,5.044979544610581e-4,0.0041995391514048205,7.94505292494867e-4,104,104,Effect of symbiotic bee fungus on survival of stingless bee Heterotrigona itama larvae,2022,Scopus,Heterotrigona,Heterotrigona,Heterotrigona,MALAYSIAN JOURNAL OF MICROBIOLOGY,10.21161/mjm.211205
105,9.339147234705387e-4,1.4512393440875324e-4,0.012198373032941951,9.385721454340598e-5,0.004159855763706831,0.003772815743987328,0.415682781612566,0.016567918898301486,1.4928374609981122e-5,0.5464304307014638,105,105,An absence of enzyme variability within two species of Trigona (Hymenoptera),1983,Scopus,Trigona,Trigona,Trigona,HEREDITY,10.1038/hdy.1983.12
106,0.01037307501885051,0.2880264996525512,0.01490823568932742,0.0031475941983102897,0.005545634372777625,0.04690343685784249,0.02454067602892577,0.0037550217832654875,0.5633045382847647,0.03949528811338463,106,106,"Distinct fungal microbiomes of two Thai commercial stingless bee species, Lepidotrigona terminata and Tetragonula pagdeni suggest a possible niche separation in a shared habitat",2024,Scopus,Multiple,Multiple,Lepidotrigona; Tetragonula,FRONTIERS IN CELLULAR AND INFECTION MICROBIOLOGY,10.3389/fcimb.2024.1367010
107,0.003331626168762104,7.376702638752693e-7,3.8096130924066387e-4,4.840228692208608e-5,7.057447566590001e-4,0.007170954906561031,0.9183626743220141,0.001939724536214312,3.114126246839988e-4,0.06774776141867846,107,107,Genetic structure of drone congregations of the stingless bee Scaptotrigona mexicana,2008,Scopus,Scaptotrigona,Scaptotrigona,Scaptotrigona,INSECTES SOCIAUX,10.1007/s00040-007-0966-1
108,0.02145647742588133,5.138397218854468e-4,0.06066285733212151,0.008684160502654662,1.802255122166741e-4,0.07942867509918583,0.8190080039131955,0.002990109045950912,0.002219442061878718,0.004856209385029418,108,108,"Genetic and morphometric variation in populations of Partamona cupira and Partamona mulata, stingless bees endemic to the Cerrado biome in Brazil",2025,Scopus,Partamona,Partamona,Partamona,BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,10.1093/biolinnean/blae072
109,0.0052544065706127616,0.013637442057335246,0.6035929388453872,0.009202155486621979,6.776591474939669e-6,0.3476307094106267,0.013137738553056074,9.460500227534747e-4,0.006032522187413124,5.592602747182897e-4,109,109,"ENHANCED DNA EXTRACTION FROM TRIGONA HONEY: A LOW-VOLUME OF SAMPLE, HIGH-PURITY APPROACH FOR MOLECULAR RESEARCH",2025,Scopus,Trigona,Trigona,Trigona,POLISH JOURNAL OF NATURAL SCIENCES,10.31648/pjns.11421
110,0.004289418269276033,0.004550933621131529,0.0014920540442399071,0.9818074046025451,7.504065111057359e-4,0.004809579875737969,3.1000396849391163e-4,0.001813152626556671,1.560152447364519e-4,2.1031236176238708e-5,110,110,"Complete Mitochondrial Genome Characterization and Phylogenomics of the Stingless Bee, Heterotrigona itama (Apidae: Meliponini)",2025,Scopus,Multiple,Multiple,Heterotrigona; Tetragonula,INSECTS,10.3390/insects16050535
111,0.215255208555873,5.164395097799495e-5,0.003416330761277827,4.8309551082002946e-4,0.007286093399900172,0.04526439139566878,0.6167680152615826,0.005676816407888222,0.014698750277552576,0.09109965447845862,111,111,"Morphometrical, biochemical and molecular tools for assessing biodiversity. An example in Plebeia remota (Holmberg, 1903) (Apidae, Meliponini)",2008,Scopus,Plebeia,Plebeia,Plebeia,INSECTES SOCIAUX,10.1007/s00040-008-0992-7
112,0.002434066319200046,4.280037858338032e-4,8.590892055499891e-4,0.004324685618698645,0.001835547098194344,0.8763990336523544,0.014996054019930177,9.832321444088925e-4,3.2138396231429017e-4,0.09741890419351536,112,112,Development of a species-diagnostic marker for identification of the stingless bee Trigona pagdeni in Thailand,2010,Scopus,Trigona,Trigona,Trigona,BIOCHEMICAL GENETICS,10.1007/s10528-009-9300-0
113,6.604787685861103e-4,2.838104703627393e-4,0.009256760339586313,2.7197267165016446e-4,0.005478070040625011,0.009832314147757905,0.17389092632310998,0.22739192391026164,3.034865257988904e-6,0.5729307084628021,113,113,"Quantitative genetics of multivariate morphometric variation in the neotropical stingless bee, Scaptotrigona postica (Hymenoptera: Meliponinae)",1994,Scopus,Scaptotrigona,Scaptotrigona,Scaptotrigona,BRAZILIAN JOURNAL OF GENETICS,
114,0.009110204664400556,2.807925618649147e-5,8.42021001217085e-4,6.176076261979404e-4,0.004537211830414594,0.12948046861862483,0.4772948261284252,0.0023965305002028973,9.234579174255257e-4,0.3747695924569049,114,114,Geographic distribution and spatial differentiation in the color pattern of abdominal stripes of the neotropical stingless bee Melipona quadrifasciata (Hymenoptera:Apidae),2009,Scopus,Melipona,Melipona,Melipona,ZOOLOGIA,10.1590/s1984-46702009000200003
115,0.00384240806439116,0.005427700372879751,0.14521798509742706,0.006260063340744599,9.689175671525002e-5,0.8135771451504221,0.020948746377257205,0.0020860747719309227,0.0012761760041705933,0.0012668090640612392,115,115,"Stingless Bee, Tetragonula iridipennis Smith, 1854 (Hymenoptera: Apidae: Meliponini): Molecular and Morphological Characterization",2018,Scopus,Tetragonula,Tetragonula,Tetragonula,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES INDIA SECTION B - BIOLOGICAL SCIENCES,10.1007/s40011-016-0757-4
116,0.0031113042750549906,0.001358232596636552,8.041670571524864e-4,0.9881535816922563,7.049524753435088e-4,0.00410515979843062,2.97394833292865e-4,0.0013763074708592964,7.165114563675616e-5,1.7248655336980013e-5,116,116,"Heteroplasmy, inverted repeats, and genetic differentiation of the stingless bee Heterotrigona itama (Hymenoptera, Apidae, Meliponini) mitochondrial genome",2025,Scopus,Heterotrigona,Heterotrigona,Heterotrigona,APIDOLOGIE,10.1007/s13592-025-01230-8
117,0.8435724835445267,6.46454762028018e-4,0.004439708173734722,0.07416854486414981,0.0037261160718312105,0.015393764489493752,0.05346603541605179,0.0035782332625435612,6.858849082073411e-4,3.2277450743258717e-4,117,117,Reassessing Hybridisation in Australian Tetragonula Stingless Bees Using Multiple Genetic Markers,2025,Scopus,Tetragonula,Tetragonula,Tetragonula,ECOLOGY AND EVOLUTION,10.1002/ece3.70912
118,0.009617254678299738,0.2766842880124845,0.02321742595891751,0.27389162543685625,7.592924439282894e-4,0.4090042592470138,0.002160599168176735,0.0013940563390378593,0.0026939948470128755,5.772038682723571e-4,118,118,"Scaptona ramosa gen. nov., sp. nov., isolated from nest of the stingless bee",2024,Scopus,Scaptotrigona,Scaptotrigona,Scaptotrigona,INTERNATIONAL JOURNAL OF SYSTEMATIC AND EVOLUTIONARY MICROBIOLOGY,10.1099/ijsem.0.006227
119,0.025261393784685136,9.612220846326977e-4,0.03702326913060514,0.006782421242648251,2.3172524175738468e-4,0.4777835415635977,0.4439209682458312,8.529340801382532e-4,0.001789900999665682,0.005392623626438496,119,119,"Mitochondrial DNA: a promising tool for characterising the population of the Tiúba stingless bee, Melipona fasciculata (Apidae, Meliponini); [DNA mitocondrial: uma ferramenta promissora para caracterizar a população da abelha-sem-ferrão Tiúba, Melipona fasciculata (Apidae, Meliponini)]",2024,Scopus,Melipona,Melipona,Melipona,BRAZILIAN JOURNAL OF BIOLOGY,10.1590/1519-6984.288003
120,0.039326290668659565,6.298324235894489e-6,4.778433965840167e-4,9.956718098178326e-4,0.06146191655662697,0.022242335290444795,0.7729500222212878,0.005482081939577719,6.418670764366949e-4,0.09641567271632885,120,120,"Characterization of microsatellite loci of tetragonisca angustula (Hymenoptera, Apidae, Meliponini)",2009,Scopus,Multiple,Multiple,Lestrimelitta; Schwarziana; Tetragonisca,CONSERVATION GENETICS RESOURCES,10.1007/s12686-009-9045-4
121,0.0034413609105462656,0.46659353135418696,0.007758279140264238,0.0068232476929268055,0.002869514378218094,0.004434124529066727,0.0010693722803540079,0.4995825728323039,0.006976124313736012,4.5187256839668196e-4,121,121,Stingless Bee Larvae Require Fungal Steroid to Pupate,2018,Scopus,Scaptotrigona,Scaptotrigona,Scaptotrigona,SCIENTIFIC REPORTS,10.1038/s41598-018-19583-9
122,0.001716031137308422,0.003177281542693197,0.9805315073653115,0.0012090748347675653,6.948590519859513e-7,0.004487579099471223,0.0035577840028677647,0.0010337556522988288,0.004275683320982268,1.0608185246895937e-5,122,122,Black queen cell virus detected in endemic African stingless bees (Apidae: Meliponinae),2024,Scopus,Multiple,Multiple,Hypotrigona; Meliponula,INTERNATIONAL JOURNAL OF TROPICAL INSECT SCIENCE,10.1007/s42690-024-01303-8
123,0.002972030066545123,0.004393295912572595,0.010845047552573265,0.007533021231114937,8.319656277104517e-4,0.9588379040298678,0.010496743947340095,3.9532157783098805e-4,0.0010691580632805893,0.002625511991164382,123,123,"Species description, morphometric measurement and molecular identification of stingless bees (Hymenoptera: Apidae: Meliponini) in meliponiculture industry in West Java Province, Indonesia",2021,Scopus,Multiple,Multiple,Heterotrigona; Lepidotrigona; Tetragonula,SERANGGA,
124,0.0027440876769486244,4.0187648415653324e-4,6.446679176576924e-5,0.0016647499727497801,0.9915242226670019,0.0011912176317266287,7.330357731040078e-4,9.703074143783401e-4,3.3887611605236737e-4,3.671594721165154e-4,124,124,"Karyotypic description and repetitive DNA chromosome mapping of melipona interrupta latreille, 1811 (Hymenoptera: Meliponini)",2019,Scopus,Melipona,Melipona,Melipona,CARYOLOGIA,10.13128/cayologia-239
125,4.046953815889737e-4,8.262675783282463e-4,0.0016451167538267277,8.213324933043287e-4,0.005979112070208926,0.17257823089655305,0.020571524599313353,0.007451638592511231,1.5192534328727226e-5,0.7897068891000365,125,125,"A molecular marker distinguishes the subspecies Melipona quadrifasciata quadrifasciata and Melipona quadrifasciata anthidioides (Hymenoptera: Apidae, Meliponinae)",2000,Scopus,Melipona,Melipona,Melipona,GENETICS AND MOLECULAR BIOLOGY,10.1590/s1415-47572000000300019
126,0.006189014711884378,2.770654558804335e-4,0.008228022687963679,0.004600481528224929,0.0019660370234456416,0.2945026116005132,0.506905893978116,0.03743414045535699,1.766087973076838e-4,0.13972012376130702,126,126,Very low mitochondrial variability in a stingless bee endemic to cerrado,2013,Scopus,Partamona,Partamona,Partamona,GENETICS AND MOLECULAR BIOLOGY,10.1590/s1415-47572013000100018
127,0.04317747589791088,3.597417834009754e-4,0.1691712059738762,9.759409649626395e-4,8.937760142657572e-5,0.0062388747407368704,0.7684951010961008,0.0025200710300219073,0.007822459285359995,0.001149751626202977,127,127,"Genetic diversity and population structure of an endemic bee Wallacetrigona incisa in South Sulawesi, Indonesia",2025,Scopus,Wallacetrigona,Other_rare_genera,Wallacetrigona,BIODIVERSITAS,10.13057/biodiv/d260235
128,0.00288191426508681,0.7697169284826307,0.027082606531465114,0.00672480613674567,2.8157135397505114e-4,0.0027218042974871642,0.001146274654232694,0.1643291066478566,0.02470213561191356,4.128520186064692e-4,128,128,Fungal diversity in larval diets of Melipona interrupta: Impacts on queen development and survival,2025,Scopus,Melipona,Melipona,Melipona,GENETICS AND MOLECULAR BIOLOGY,10.1590/1678-4685-gmb-2025-0021
129,0.006599563876933709,1.4423430496481198e-4,0.025448950979742653,0.0036050366243394394,9.933683302764313e-5,0.8229499754481202,0.12140591251394138,0.0017503175690170233,3.414144627781422e-4,0.017655257387135075,129,129,"Intraspecific variation in the first internal transcribed spacer (ITS1) of the nuclear ribosomal DNA in Melipona subnitida (Hymenoptera, Apidae), an endemic stingless bee from northeastern Brazil",2006,Scopus,Multiple,Multiple,Melipona; Scaptotrigona,APIDOLOGIE,10.1051/apido:2006003
130,0.04727467208078252,0.0013550337797948214,5.389734191566396e-4,0.005923727606219378,0.9334676790193708,0.003533408989603062,0.0026432992039156092,0.0036481924613957,0.001228536642154178,3.8647679760756736e-4,130,130,Insights into the heterochromatin evolution in the genus Melipona (Apidae: Meliponini),2020,Scopus,Melipona,Melipona,Melipona,INSECTES SOCIAUX,10.1007/s00040-020-00773-6
131,3.4621953131127974e-4,0.9899724961393845,0.0025638009215664045,0.0018063665427310457,7.480997256900928e-4,0.0020635226283784516,3.919483551789314e-5,7.215106967928038e-4,0.00169398286551587,4.4806113111102486e-5,131,131,Probiotic properties of bacteria isolated from bee bread of stingless bee Heterotrigona itama,2020,Scopus,Heterotrigona,Heterotrigona,Heterotrigona,JOURNAL OF APICULTURAL RESEARCH,10.1080/00218839.2020.1801152
132,0.2882705080189989,2.1498133500779496e-4,4.323258107972883e-4,0.007710556374401644,0.492454140862074,0.006186939823207767,0.015212363208926327,0.1785833750225576,0.0018019531335077856,0.009132856410520739,132,132,"Detection of diploid males in a natural colony of the cleptobiotic bee Lestrimelitta sp (Hymenoptera, apidae)",2010,Scopus,Lestrimelitta,Other_rare_genera,Lestrimelitta,GENETICS AND MOLECULAR BIOLOGY,10.1590/s1415-47572010000300019
133,0.003862702834971004,4.24974170073827e-4,0.002141205454347879,0.01058168520988068,7.78690561525061e-4,0.09939777701027115,0.003774791082347182,0.8713663732053267,8.16952215034052e-4,0.006854848256222553,133,133,"Gene expression profiles underlying alternative caste phenotypes in a highly eusocial bee, Melipona quadrifasciata",2006,Scopus,Multiple,Multiple,Melipona; Scaptotrigona,INSECT MOLECULAR BIOLOGY,10.1111/j.1365-2583.2005.00605.x
134,0.010136084307089243,0.0037688759326256057,0.0027761340712523183,0.01646528140290943,0.26822653496201193,0.2332681256837562,0.0020803048770847597,0.0054163175866745,0.43371240077578604,0.02414994040081016,134,134,DNA methylation in stingless bees with low and high heterochromatin contents as assessed by restriction enzyme digestion and image analysis,2006,Scopus,Melipona,Melipona,Melipona,CYTOMETRY PART A,10.1002/cyto.a.20312
135,0.0046584083407450565,6.741457408102115e-5,4.556655374510582e-5,0.0017503834544942446,0.913165585741967,0.004487601379250294,0.008714623772378851,0.017538211715729047,8.6333041753047e-4,0.04870887405007896,135,135,"Cytogenetic characterization of Partamona cupira (Hymenoptera, Apidae) by fluorochromes",2010,Scopus,Partamona,Partamona,Partamona,GENETICS AND MOLECULAR BIOLOGY,10.1590/s1415-47572010005000029
136,8.341443352924005e-4,0.0016225307540037824,0.0010691726833607497,0.001577109643413795,0.0036794963729376733,0.7109848652794238,0.027725769271335517,0.002306065368105849,2.9145831637055386e-4,0.24990938797575563,136,136,Matrilineage differentiation of the genus Tetragonisca using mitochondrial DNA markers and the polymerase chain reaction-restriction fragment length polymorphism technique,2015,Scopus,Tetragonisca,Tetragonisca,Tetragonisca,GENETICS AND MOLECULAR RESEARCH,10.4238/2015.october.21.2
137,0.0032906664676115725,1.530161885772942e-4,0.1949605625126127,1.107258984839521e-4,3.4310214398685697e-5,0.0061717162665714765,0.789186201730481,0.003709261953998869,0.0013517075623662312,0.0010318312048979792,137,137,Anthropogenic hive movements are changing the genetic structure of a stingless bee (Tetragonula carbonaria) population along the east coast of Australia,2018,Scopus,Tetragonula,Tetragonula,Tetragonula,CONSERVATION GENETICS,10.1007/s10592-017-1040-9
138,0.001336978631335962,0.6064724944121281,0.36859239118885456,0.002209414903071637,1.2062686886014261e-4,0.0067851221923823386,0.0010085732496591545,0.0026729089780265503,0.010727939828172247,7.354974750958416e-5,138,138,Stingless bee honey: Evaluating its antibacterial activity and bacterial diversity,2020,Scopus,Multiple,Multiple,Heterotrigona; Homotrigona,INSECTS,10.3390/insects11080500
139,0.3133985688736561,0.003754025258497398,0.0019485730943639631,0.054312692472708216,0.5082139846035258,0.10488506331922166,0.008398410182511402,0.001429664766914183,0.0026158134590694793,0.0010432039695320876,139,139,The Satellite DNAs Populating the Genome of Trigona hyalinata and the Sharing of a Highly Abundant satDNA in Trigona Genus,2023,Scopus,Trigona,Trigona,Trigona,GENES,10.3390/genes14020418
140,0.08813882252140931,2.5255569045433026e-5,0.002840793091337233,0.002425792690361583,0.0027281776574178134,0.18367203835598778,0.668985950894884,0.0033346228050905977,2.4621266011256725e-4,0.047602333754353646,140,140,Morphometric and genetic differentiation in isolated populations of the endangered Mesoamerican stingless bee Melipona yucatanica (Hymenoptera: Apoidea) suggest the existence of a two species complex,2010,Scopus,Melipona,Melipona,Melipona,CONSERVATION GENETICS,10.1007/s10592-010-0087-7
141,0.01941533150120154,0.49951043903296133,0.009510308911791372,0.07050474255669903,0.005414898459052048,0.2906753818046494,0.014398374076497114,0.06874123855153401,4.482323964536552e-4,0.02138105270916072,141,141,"Starmerella neotropicalis f. a., sp. nov., a yeast species found in bees and pollen",2013,Scopus,Melipona,Melipona,Melipona,INTERNATIONAL JOURNAL OF SYSTEMATIC AND EVOLUTIONARY MICROBIOLOGY,10.1099/ijs.0.055897-0
142,0.006170365295060067,1.7562994728041271e-6,0.0018961374245396634,5.933381863536786e-4,1.3791395108103292e-4,0.09435719154296801,0.8754881420656744,0.0011287688241576397,8.672012495003374e-5,0.020139666285742912,142,142,Genetic diversity and population structure of Trigona pagdeni Schwarz in Thailand,2008,Scopus,Trigona,Trigona,Trigona,APIDOLOGIE,10.1051/apido:2008026
143,0.05217611315027868,4.607282137980708e-6,0.002367188867197404,0.0018001159918582224,8.82759964707733e-4,0.10081557755190877,0.8180237241691788,0.00524303875916353,1.6056106153207797e-4,0.018526313202036904,143,143,"Morphological and molecular characters reveal differentiation in a Neotropical social bee, Melipona beecheii (Apidae: Meliponini)",2007,Scopus,Melipona,Melipona,Melipona,APIDOLOGIE,10.1051/apido:2007006
144,0.004644602224152387,0.3747555729226209,0.004402151394794332,0.5394857871224629,0.05149504690480408,0.013912474609409125,3.3900279733861156e-4,0.007272271977938795,0.00353474268914131,1.583473573378653e-4,144,144,"Complete Genome Sequence of Bacillus velezensis GMEKP1, Isolated from a Natural Bamboo Hive of Stingless Bees",2021,Scopus,Trigona,Trigona,Trigona,MICROBIOLOGY RESOURCE ANNOUNCEMENTS,10.1128/mra.00659-21
145,4.956067156747496e-4,0.9894695971065001,0.0024976258311411384,0.001611867751878299,5.216220681891545e-4,0.0015931337503057549,6.652087520812274e-5,6.045627674722647e-4,0.003092995179345854,4.646795428388724e-5,145,145,"The screening of probiotic lactic acid bacteria from honey of stingless bee from West Sumatra, Indonesia and using as starter culture",2022,Scopus,Multiple,Multiple,Geniotrigona; Heterotrigona; Tetragonula,BIODIVERSITAS,10.13057/biodiv/d231235
146,0.014592695335917548,4.774861117680551e-4,0.014518705884856582,0.1442878170418282,0.026842181158363877,0.26669573751060294,0.3547099640001996,0.03642116870675389,1.2832485679180689e-6,0.14145296100114138,146,146,Characterization of dinucleotide microsatellite loci for stingless bees,1999,Scopus,Scaptotrigona,Scaptotrigona,Scaptotrigona,MOLECULAR ECOLOGY,10.1046/j.1365-294x.1999.00874.x
147,0.011345771546842747,0.040227382805076775,0.12045148726370046,0.04417241701550187,0.002214505046343754,0.03146522251882053,0.004369774873560191,0.06189239518240471,0.6833334968672798,5.275468804689252e-4,147,147,Functional orthologs of honeybee CYP6AQ1 in stingless bees degrade the butenolide insecticide flupyradifurone,2023,Scopus,Multiple,Multiple,Frieseomelitta; Heterotrigona; Melipona; Tetragonula,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,10.1016/j.ecoenv.2023.115719
148,8.344901753321429e-4,0.005753301950626215,0.005764732863332291,8.19937545851134e-5,0.0014683617126253377,7.966314495557522e-4,0.0015039917202263682,0.0023830983097684537,0.9809585624537885,4.548356101597612e-4,148,148,A Genetically Modified Anti-Plasmodium Bacterium Is Harmless to the Foragers of the Stingless Bee Partamona helleri,2022,Scopus,Partamona,Partamona,Partamona,MICROBIAL ECOLOGY,10.1007/s00248-021-01805-9
149,0.0010747566949251127,0.0023421626767334237,0.005353981384424446,9.231987937706877e-5,7.761421387569554e-4,8.51359146367423e-4,0.0019080457739649272,0.001953704266558673,0.98527091192038,3.7661611851195684e-4,149,149,"The impact of early-life exposure to three agrochemicals on survival, behavior, and gut microbiota of stingless bees (Partamona helleri)",2023,Scopus,Partamona,Partamona,Partamona,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,10.1007/s11356-023-27385-4
150,0.38032456851086793,0.0012593397571002392,0.004661518419006156,0.006197231631407359,0.006441833130141473,0.0015636764469309377,0.005547467015133428,0.5908339673342782,0.0031065331466761273,6.386460845830064e-5,150,150,Gene expression and epigenetics reveal species-specific mechanisms acting upon common molecular pathways in the evolution of task division in bees,2021,Scopus,Tetragonisca,Tetragonisca,Tetragonisca,SCIENTIFIC REPORTS,10.1038/s41598-020-75432-8
151,0.0030364038774135294,4.91120215399879e-6,4.498597311239434e-4,8.841150783768956e-5,0.0029452555729304534,0.012772882152747415,0.718105520659563,0.003057981449800566,5.123628937558724e-4,0.2590264109526735,151,151,"Comparative study on the use of specific and heterologous microsatellite primers in the stingless bees Melipona rufiventris and M. mondury (Hymenoptera, Apidae)",2010,Scopus,Melipona,Melipona,Melipona,GENETICS AND MOLECULAR BIOLOGY,10.1590/s1415-47572010005000017
152,0.008319694870126905,0.0017796422980010647,0.007354397531997985,0.23015888117424269,0.0011737213938144352,0.739182953877955,0.006748143216336078,0.0024780030403481887,1.5306684029603696e-5,0.002789255913148197,152,152,Presence of nuclear copies of mitochondrial origin (NUMTs) in two related species of stingless bee genus Melipona (Hymenoptera: Meliponini),2013,Scopus,Melipona,Melipona,Melipona,JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY RESEARCH,10.1111/jzs.12011
153,0.004861495066668318,2.4853813828936235e-5,2.3114731471571745e-5,0.0011007323171934955,0.9704876318700602,0.0021933315179148536,0.005627321485470977,0.0024000257207542073,1.1785486467170046e-4,0.013163638611965308,153,153,"Occurrence of b chromosomes in tetragonisca latreille, 1811 (hymenoptera, apidae, meliponini): A new contribution to the cytotaxonomy of the genus",2011,Scopus,Tetragonisca,Tetragonisca,Tetragonisca,GENETICS AND MOLECULAR BIOLOGY,10.1590/s1415-47572010005000100
154,0.9764590454973853,8.697098940569013e-4,0.003457648256428398,0.003038844620918615,0.0037704135938931415,0.0032914158560422217,0.006193100865688296,0.0017725909594441308,0.0011177295621236198,2.950089401856718e-5,154,154,Sympatric cleptobiotic stingless bees have species-specific cuticular profiles that resemble their hosts,2022,Scopus,Multiple,Multiple,Lestrimelitta; Scaptotrigona,SCIENTIFIC REPORTS,10.1038/s41598-022-06683-w
155,0.003151580846925457,0.002269697115332872,0.0012063819145178912,0.9862524007453827,9.331374823510005e-4,0.004708544901052375,1.5767520189549855e-4,0.0012355484403460122,7.971503425746564e-5,5.318317938980783e-6,155,155,"The complete mitochondrial genome of the Indian dammer bee, Tetragonula iridipennis, and the phylogenomics of Meliponini",2023,Scopus,Multiple,Multiple,Lepidotrigona; Tetragonula,FRONTIERS IN ECOLOGY AND EVOLUTION,10.3389/fevo.2023.1171242
156,0.003858090306379599,0.0016618283987076125,4.562838880083848e-4,0.9906784571744709,4.3909988826161116e-4,0.0023695694301205275,7.569355440499419e-6,4.3698359956396694e-4,8.752702899727742e-5,4.590930050322049e-6,156,156,"Complete mitochondrial genome of the stingless bee Geniotrigona thoracica (Hymenoptera, Apidae, Meliponini): presence of genome duplication, heteroplasmy and inverted repeats",2026,Scopus,Multiple,Multiple,Ebaiotrigona; Geniotrigona; Heterotrigona; Lepidotrigona; Melipona; Plebeina; Tetragonula,MOLECULAR BIOLOGY REPORTS,10.1007/s11033-026-11603-6
157,0.0038665478858873024,3.670653907163011e-4,2.996520389565575e-5,0.00260149013980471,0.9898058711931529,3.939258762652512e-4,6.052302654937448e-4,6.460657091531972e-4,0.0011899447911013032,4.938935445292841e-4,157,157,"New highly discordant chromosome number and cytogenetic characterization in Trigona (Apidae, Meliponini)",2025,Scopus,Trigona,Trigona,Trigona,APIDOLOGIE,10.1007/s13592-025-01189-6
158,6.674467439365846e-4,0.9761313331938644,0.0036467546836071465,0.0026611576940305504,8.647789791118314e-4,0.013262123389386834,1.6652388968168514e-4,8.691876061338254e-4,0.001528715699023979,2.0197812122303656e-4,158,158,Antimicrobial activity and antibiotic resistance of lactic acid bacteria isolated from Malaysian stingless bee's gut,2019,Scopus,Multiple,Multiple,Geniotrigona; Heterotrigona; Tetragonula,MALAYSIAN JOURNAL OF MICROBIOLOGY,10.21161/mjm.1915410
159,0.015257064580935668,4.737658895537674e-4,0.04648797687965602,0.03228939846530845,2.665214192607499e-4,0.06565060019816556,0.8300170965047653,0.0038108722626089,0.0017638575715264208,0.003982846228219476,159,159,Human-mediated dispersal of Geniotrigona thoracica (Apidae: Meliponini) colonies promotes high genetic diversity and reduces population structuring in managed populations,2025,Scopus,Geniotrigona,Other_rare_genera,Geniotrigona,PEERJ,10.7717/peerj.20460
160,0.14680053935765877,0.0022023204992423183,0.005038678656473323,0.0077724320431250766,0.001264512781323862,0.8250260079535107,0.010113398673929401,1.8401938454182506e-4,8.855246885114932e-4,7.125659616831043e-4,160,160,"Phylogenetic and Morphological Characteristics Reveal Cryptic Speciation in Stingless Bee, Tetragonula laeviceps s.l. Smith 1857 (Hymenoptera; Meliponinae)",2023,Scopus,Tetragonula,Tetragonula,Tetragonula,INSECTS,10.3390/insects14050438
161,0.008570106920993253,0.0014532222694018263,0.0027024980445402,0.5013302285516207,0.003291301427227926,0.46589522741960354,0.008609853855844873,0.004245248011986474,9.110281791839462e-6,0.0038932032169895674,161,161,"The partial mitochondrial sequence of the Old World stingless bee, Tetragonula pagdeni",2013,Scopus,Tetragonula,Tetragonula,Tetragonula,JOURNAL OF GENETICS,10.1007/s12041-013-0243-1
162,0.019706290799085452,0.6024237217586914,0.3499812573859633,0.0063339340006373646,2.284830625809909e-5,0.00432492422939632,1.433603441801334e-4,0.0013412089763262776,0.01568953760880346,3.2916590657583866e-5,162,162,"Effect of bee species on the physicochemical, bioactive, and microbiological properties of longan honey in Thailand",2026,Scopus,Multiple,Multiple,Heterotrigona; Tetragonula,JOURNAL OF FOOD COMPOSITION AND ANALYSIS,10.1016/j.jfca.2026.108998
163,0.0030467636082902034,1.66872439962692e-5,6.16450897958541e-6,0.0010005478749895546,0.987885104750861,0.001601661828979718,7.231637134237442e-4,0.0010763602466090118,5.062274999868807e-5,0.004592923473871963,163,163,"Cytogenetic characterization of two partamona species (Hymenoptera, Apinae, Meliponini) by fluorochrome staining and localization of 18S rDNA Clusters by FISH",2005,Scopus,Partamona,Partamona,Partamona,CYTOLOGIA,10.1508/cytologia.70.373
164,0.0026690710688648954,4.479646039732663e-5,1.810446754032269e-5,0.0015080242264145299,0.9826138688061253,0.0029598914469217787,9.095043327118916e-4,0.0017551319311202537,1.441187466178524e-5,0.007507195385241779,164,164,"Longitudinal differentiation in Melipona mandacaia (Hymenoptera, Meliponini) chromosomes",2003,Scopus,Multiple,Multiple,Melipona; Scaptotrigona,HEREDITAS,10.1034/j.1601-5223.2003.01699.x
165,0.014466501847118708,0.17817873946692916,0.03167610790733025,0.15473372320362322,0.001347872050763105,0.009606588652178338,0.0021117961474613257,0.5967831267291983,0.01089374032818176,2.0180366721546595e-4,165,165,Identification of chemosensory genes in the stingless bee Tetragonisca fiebrigi,2024,Scopus,Tetragonisca,Tetragonisca,Tetragonisca,"G3: GENES, GENOMES, GENETICS",10.1093/g3journal/jkae060
166,0.0026289088382026203,0.34340424263274544,0.586574419851321,0.00254304191525374,3.2614086574504615e-5,0.006690529781449737,0.001823311160165704,0.004054860965597176,0.0521849977123755,6.307305631538435e-5,166,166,"Maturation of honey from Uruçú-Amarela (Melipona mondury): Metagenomics, metabolomics by NMR 1H, physicochemical and antioxidant properties",2023,Scopus,Melipona,Melipona,Melipona,FOOD CHEMISTRY: MOLECULAR SCIENCES,10.1016/j.fochms.2022.100157
