doc_index,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,doc_id,article_id,title,year,source_database,genus_raw,genus_for_stm,mentioned_genera,region_for_stm,subtribe_for_stm,article_region_assignment,article_subtribe_assignment,studied_genera,n_studied_genera,journal,doi
104,9.884700869677925e-4,0.9144269669308657,0.005967625172249091,0.004546729268224375,2.2241180003014456e-4,0.06787763331365497,1.367814692502905e-4,2.4169324970488656e-4,0.0038510449553568393,0.00174064375369569,104,104,Effect of symbiotic bee fungus on survival of stingless bee Heterotrigona itama larvae,2022,Scopus,Heterotrigona,Heterotrigona,Heterotrigona,Indo-Australasian,Hypotrigonina,Indo-Australasian,Hypotrigonina,Heterotrigona,1,MALAYSIAN JOURNAL OF MICROBIOLOGY,10.21161/mjm.211205
105,0.0031283318634320926,1.1540633732190665e-4,0.0028992528814739786,1.6828848642891237e-4,0.005140794687649837,0.017105233162245857,0.46809191471368133,0.016507598356312735,0.002081020975849138,0.48476215853560434,105,105,An absence of enzyme variability within two species of Trigona (Hymenoptera),1983,Scopus,Trigona,Trigona,Trigona,Neotropical,Meliponina,Neotropical,Meliponina,Trigona,1,HEREDITY,10.1038/hdy.1983.12
106,0.0011687973071834658,0.26822320621667883,0.00895252327093908,4.6858652266577123e-4,0.002817208988451327,0.01675257696911341,0.004929249321159446,0.003815111290816412,0.5255772643207091,0.16729547579228313,106,106,"Distinct fungal microbiomes of two Thai commercial stingless bee species, Lepidotrigona terminata and Tetragonula pagdeni suggest a possible niche separation in a shared habitat",2024,Scopus,Multiple,Multiple,Lepidotrigona; Tetragonula,Indo-Australasian,Hypotrigonina,Indo-Australasian,Hypotrigonina,Lepidotrigona; Tetragonula,2,FRONTIERS IN CELLULAR AND INFECTION MICROBIOLOGY,10.3389/fcimb.2024.1367010
107,0.0027765207384049225,3.1905041266480104e-6,0.0010710468685327236,6.444075073062575e-5,9.77861016580597e-4,0.005998405867537114,0.9407310286198314,0.002910803863743116,2.441622699332915e-4,0.045222539500579556,107,107,Genetic structure of drone congregations of the stingless bee Scaptotrigona mexicana,2008,Scopus,Scaptotrigona,Scaptotrigona,Scaptotrigona,Neotropical,Meliponina,Neotropical,Meliponina,Scaptotrigona,1,INSECTES SOCIAUX,10.1007/s00040-007-0966-1
108,0.01533070663214001,5.3047831848573126e-5,0.044633706377416864,0.0032743161286630396,4.837230659633805e-4,0.086728596146077,0.8342207669051713,0.005376798551063588,8.844103667773071e-4,0.009013927994878485,108,108,"Genetic and morphometric variation in populations of Partamona cupira and Partamona mulata, stingless bees endemic to the Cerrado biome in Brazil",2025,Scopus,Partamona,Partamona,Partamona,Neotropical,Meliponina,Neotropical,Meliponina,Partamona,1,BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,10.1093/biolinnean/blae072
109,0.004204471817470302,0.013920916711965969,0.5530255833229679,0.005976372459977575,4.1894456614793336e-4,0.37672103549558644,0.015122232232597099,0.003236383567321943,0.0060626774088913885,0.021311382417073307,109,109,"ENHANCED DNA EXTRACTION FROM TRIGONA HONEY: A LOW-VOLUME OF SAMPLE, HIGH-PURITY APPROACH FOR MOLECULAR RESEARCH",2025,Scopus,Trigona,Trigona,Trigona,Neotropical,Meliponina,Neotropical,Meliponina,Trigona,1,POLISH JOURNAL OF NATURAL SCIENCES,10.31648/pjns.11421
110,0.0030367668212259898,0.006257453676594243,0.002151791269983579,0.9803749935837505,5.367492374034671e-4,0.006242246422508311,1.1432200080356274e-4,0.0010254356374749462,2.481421212733655e-4,1.2099228981536005e-5,110,110,"Complete Mitochondrial Genome Characterization and Phylogenomics of the Stingless Bee, Heterotrigona itama (Apidae: Meliponini)",2025,Scopus,Multiple,Multiple,Heterotrigona; Tetragonula,Indo-Australasian,Hypotrigonina,Indo-Australasian,Hypotrigonina,Heterotrigona,1,INSECTS,10.3390/insects16050535
111,0.21002943970435087,3.5999286669188087e-4,0.007861192873808634,6.041289768493176e-4,0.010744218522470837,0.04894311082487889,0.6168641549896139,0.007203216012989515,0.015504521553655684,0.08188602367469051,111,111,"Morphometrical, biochemical and molecular tools for assessing biodiversity. An example in Plebeia remota (Holmberg, 1903) (Apidae, Meliponini)",2008,Scopus,Plebeia,Plebeia,Plebeia,Neotropical,Meliponina,Neotropical,Meliponina,Plebeia,1,INSECTES SOCIAUX,10.1007/s00040-008-0992-7
112,0.0013822741696313168,0.0014484388903183547,0.002072249929528937,0.003510746993343406,0.003455436504007614,0.7360994968995989,0.016654403090264797,0.0014762142445029248,8.590527930594582e-4,0.23304168648574441,112,112,Development of a species-diagnostic marker for identification of the stingless bee Trigona pagdeni in Thailand,2010,Scopus,Trigona,Trigona,Trigona,Neotropical,Meliponina,Neotropical,Meliponina,Trigona,1,BIOCHEMICAL GENETICS,10.1007/s10528-009-9300-0
113,0.003533854702593132,4.5462897028190446e-4,0.004102358839820585,5.980577730062127e-4,0.005102614215978444,0.012034143886589358,0.20586541244679443,0.3325469230700487,0.003419828467966336,0.43234217762692084,113,113,"Quantitative genetics of multivariate morphometric variation in the neotropical stingless bee, Scaptotrigona postica (Hymenoptera: Meliponinae)",1994,Scopus,Scaptotrigona,Scaptotrigona,Scaptotrigona,Neotropical,Meliponina,Neotropical,Meliponina,Scaptotrigona,1,BRAZILIAN JOURNAL OF GENETICS,
114,0.004970770782708287,1.0961472920744803e-4,0.00276944534781707,5.384348127053934e-4,0.0046974590399655285,0.13006472769981237,0.4739557364973285,0.0029049984035989093,8.650189359110694e-4,0.37912379375094557,114,114,Geographic distribution and spatial differentiation in the color pattern of abdominal stripes of the neotropical stingless bee Melipona quadrifasciata (Hymenoptera:Apidae),2009,Scopus,Melipona,Melipona,Melipona,Neotropical,Meliponina,Neotropical,Meliponina,Melipona,1,ZOOLOGIA,10.1590/s1984-46702009000200003
115,0.003114910200197777,0.006077116025267557,0.12814454632095582,0.008730337616531213,2.218513975333982e-5,0.8322591286627654,0.014388015439943308,3.815101946244305e-4,0.004312438048908052,0.002569812351053268,115,115,"Stingless Bee, Tetragonula iridipennis Smith, 1854 (Hymenoptera: Apidae: Meliponini): Molecular and Morphological Characterization",2018,Scopus,Tetragonula,Tetragonula,Tetragonula,Indo-Australasian,Hypotrigonina,Indo-Australasian,Hypotrigonina,Tetragonula,1,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES INDIA SECTION B - BIOLOGICAL SCIENCES,10.1007/s40011-016-0757-4
116,0.00228149482233648,0.0015629730043890129,0.001047634242693462,0.9881416960130379,4.402144867584329e-4,0.0055659540872463895,1.3220857269348235e-4,7.196632533005326e-4,9.952969215004491e-5,8.63182539395303e-6,116,116,"Heteroplasmy, inverted repeats, and genetic differentiation of the stingless bee Heterotrigona itama (Hymenoptera, Apidae, Meliponini) mitochondrial genome",2025,Scopus,Heterotrigona,Heterotrigona,Heterotrigona,Indo-Australasian,Hypotrigonina,Indo-Australasian,Hypotrigonina,Heterotrigona,1,APIDOLOGIE,10.1007/s13592-025-01230-8
117,0.857082364714515,5.378227590835902e-4,0.0037130550602215806,0.062417295428338536,0.0028120776481198174,0.020796840598323697,0.049060949240359294,0.0026150646485924786,8.167869313957485e-4,1.4774297104954196e-4,117,117,Reassessing Hybridisation in Australian Tetragonula Stingless Bees Using Multiple Genetic Markers,2025,Scopus,Tetragonula,Tetragonula,Tetragonula,Indo-Australasian,Hypotrigonina,Indo-Australasian,Hypotrigonina,Tetragonula,1,ECOLOGY AND EVOLUTION,10.1002/ece3.70912
118,0.00971299040480775,0.27535459336321094,0.012194463187950573,0.31361890383621355,9.320576666715722e-4,0.38320808172233545,0.0014199080641507447,0.001111561197437318,8.012084243474224e-4,0.001646232132875022,118,118,"Scaptona ramosa gen. nov., sp. nov., isolated from nest of the stingless bee",2024,Scopus,Scaptotrigona,Scaptotrigona,Scaptotrigona,Unassigned,Unassigned,No region assigned,No subtribe assigned,NA,0,INTERNATIONAL JOURNAL OF SYSTEMATIC AND EVOLUTIONARY MICROBIOLOGY,10.1099/ijsem.0.006227
119,0.027369712113120143,1.3894578827348231e-4,0.028147251747583812,0.004905058321375564,8.346682226205407e-4,0.4707236782814629,0.4499637388687156,0.0021529586826458274,9.743470437669736e-4,0.014789640930435026,119,119,"Mitochondrial DNA: a promising tool for characterising the population of the Tiúba stingless bee, Melipona fasciculata (Apidae, Meliponini); [DNA mitocondrial: uma ferramenta promissora para caracterizar a população da abelha-sem-ferrão Tiúba, Melipona fasciculata (Apidae, Meliponini)]",2024,Scopus,Melipona,Melipona,Melipona,Neotropical,Meliponina,Neotropical,Meliponina,Melipona,1,BRAZILIAN JOURNAL OF BIOLOGY,10.1590/1519-6984.288003
120,0.03319029584755493,5.7294201579837455e-5,0.0018975697805363497,9.330631780875437e-4,0.07409432224010835,0.022147569518613217,0.7478896326945307,0.00758677707081279,0.0011713230115095502,0.1110321524566669,120,120,"Characterization of microsatellite loci of tetragonisca angustula (Hymenoptera, Apidae, Meliponini)",2009,Scopus,Multiple,Multiple,Lestrimelitta; Schwarziana; Tetragonisca,Neotropical,Meliponina,Neotropical,Meliponina,Lestrimelitta; Schwarziana; Tetragonisca,3,CONSERVATION GENETICS RESOURCES,10.1007/s12686-009-9045-4
121,0.002570605778781509,0.4757933703277928,0.00850269947519959,0.006193486407882182,0.003311486680926377,0.0016147122443617562,2.0352259393635396e-4,0.48124052458347255,0.0172161110596834,0.0033534808479631236,121,121,Stingless Bee Larvae Require Fungal Steroid to Pupate,2018,Scopus,Scaptotrigona,Scaptotrigona,Scaptotrigona,Neotropical,Meliponina,Neotropical,Meliponina,Scaptotrigona,1,SCIENTIFIC REPORTS,10.1038/s41598-018-19583-9
122,0.0013600226953460928,5.422968052010466e-4,0.9869874059457018,6.541855096488186e-4,8.578437865811719e-6,0.007264433235644163,3.655815220090543e-4,4.3456792676073967e-4,0.0023432381021094074,3.968981971354773e-5,122,122,Black queen cell virus detected in endemic African stingless bees (Apidae: Meliponinae),2024,Scopus,Multiple,Multiple,Hypotrigona; Meliponula,Afrotropical,Hypotrigonina,Afrotropical,Hypotrigonina,Hypotrigona; Meliponula,2,INTERNATIONAL JOURNAL OF TROPICAL INSECT SCIENCE,10.1007/s42690-024-01303-8
123,0.0022610704266013987,0.0021455390479590383,0.00511430414253373,0.007377914980722388,6.301751652313676e-5,0.9726944372690586,0.006849508133117719,9.634656641301533e-5,6.550420853322067e-4,0.00274281983173846,123,123,"Species description, morphometric measurement and molecular identification of stingless bees (Hymenoptera: Apidae: Meliponini) in meliponiculture industry in West Java Province, Indonesia",2021,Scopus,Multiple,Multiple,Heterotrigona; Lepidotrigona; Tetragonula,Indo-Australasian,Hypotrigonina,Indo-Australasian,Hypotrigonina,Heterotrigona; Lepidotrigona; Tetragonula,3,SERANGGA,
124,0.0029326303101613643,2.2301660739409878e-4,7.778284258968872e-5,0.0010883080103489637,0.9894608782593056,8.910755673672189e-4,9.551796301759789e-4,9.129690612212299e-4,4.61017585687647e-4,0.0029971421257482395,124,124,"Karyotypic description and repetitive DNA chromosome mapping of melipona interrupta latreille, 1811 (Hymenoptera: Meliponini)",2019,Scopus,Melipona,Melipona,Melipona,Neotropical,Meliponina,Neotropical,Meliponina,Melipona,1,CARYOLOGIA,10.13128/cayologia-239
125,0.0010430861545003404,0.002076298307462704,0.002360354171260647,0.0015222051125388615,0.00568194499649122,0.15982538898603324,0.02584537438231037,0.018797025260928794,0.0020363412481646487,0.780811981380309,125,125,"A molecular marker distinguishes the subspecies Melipona quadrifasciata quadrifasciata and Melipona quadrifasciata anthidioides (Hymenoptera: Apidae, Meliponinae)",2000,Scopus,Melipona,Melipona,Melipona,Neotropical,Meliponina,Neotropical,Meliponina,Melipona,1,GENETICS AND MOLECULAR BIOLOGY,10.1590/s1415-47572000000300019
126,0.006957739036263953,1.8617330688973875e-4,0.0073248509924237456,0.004376525054758361,0.002044726878004349,0.28679867344644894,0.5061782701152537,0.038443946443854696,0.0018462264986878634,0.14584286822741463,126,126,Very low mitochondrial variability in a stingless bee endemic to cerrado,2013,Scopus,Partamona,Partamona,Partamona,Neotropical,Meliponina,Neotropical,Meliponina,Partamona,1,GENETICS AND MOLECULAR BIOLOGY,10.1590/s1415-47572013000100018
127,0.029497561849266475,2.7731981944530244e-5,0.009645269707851619,6.725596783408916e-4,1.357799632625907e-4,0.008060895250904122,0.9484364685863875,0.001365767139022293,8.112064460487895e-4,0.001346759396971236,127,127,"Genetic diversity and population structure of an endemic bee Wallacetrigona incisa in South Sulawesi, Indonesia",2025,Scopus,Wallacetrigona,Other_rare_genera,Wallacetrigona,Indo-Australasian,Hypotrigonina,Indo-Australasian,Hypotrigonina,Wallacetrigona,1,BIODIVERSITAS,10.13057/biodiv/d260235
128,0.0017675167276413946,0.7752825990948203,0.027408158636795597,0.0037806081662904935,0.0015494464660609519,0.0020322522716811403,2.0096740331332865e-4,0.16907200625345403,0.015700749039888266,0.0032056959400547616,128,128,Fungal diversity in larval diets of Melipona interrupta: Impacts on queen development and survival,2025,Scopus,Melipona,Melipona,Melipona,Neotropical,Meliponina,Neotropical,Meliponina,Melipona,1,GENETICS AND MOLECULAR BIOLOGY,10.1590/1678-4685-gmb-2025-0021
129,0.006533212357963518,2.773903976102724e-4,0.028154542125588298,0.005460088090119737,3.3852979073092443e-4,0.8172455737466234,0.12613713473620894,0.0012314911369355431,8.377485571169119e-4,0.013784289061102841,129,129,"Intraspecific variation in the first internal transcribed spacer (ITS1) of the nuclear ribosomal DNA in Melipona subnitida (Hymenoptera, Apidae), an endemic stingless bee from northeastern Brazil",2006,Scopus,Multiple,Multiple,Melipona; Scaptotrigona,Neotropical,Meliponina,Neotropical,Meliponina,Melipona,1,APIDOLOGIE,10.1051/apido:2006003
130,0.05088800000839306,6.360250917938506e-4,4.323348777411777e-4,0.004060657855719213,0.930725789977665,0.0027581840618149003,0.0033815677901483966,0.0034452491221529523,0.001284045457691531,0.002388145756880398,130,130,Insights into the heterochromatin evolution in the genus Melipona (Apidae: Meliponini),2020,Scopus,Melipona,Melipona,Melipona,Neotropical,Meliponina,Neotropical,Meliponina,Melipona,1,INSECTES SOCIAUX,10.1007/s00040-020-00773-6
131,2.8396467486981286e-4,0.9900652056378402,0.0031649111310177707,0.0020664314920888,1.0227137614807141e-4,0.0015166684799831323,7.205565056406979e-6,2.2593733187467688e-4,0.002476825154178795,9.05791569427878e-5,131,131,Probiotic properties of bacteria isolated from bee bread of stingless bee Heterotrigona itama,2020,Scopus,Heterotrigona,Heterotrigona,Heterotrigona,Indo-Australasian,Hypotrigonina,Indo-Australasian,Hypotrigonina,Heterotrigona,1,JOURNAL OF APICULTURAL RESEARCH,10.1080/00218839.2020.1801152
132,0.3041719555763598,0.001543682905113917,0.002119794023692197,0.009029175911581418,0.4794583389041371,0.003656562912328438,0.014328667744545588,0.176448428069976,0.004369821007901362,0.004873572944364831,132,132,"Detection of diploid males in a natural colony of the cleptobiotic bee Lestrimelitta sp (Hymenoptera, apidae)",2010,Scopus,Lestrimelitta,Other_rare_genera,Lestrimelitta,Neotropical,Meliponina,Neotropical,Meliponina,Lestrimelitta,1,GENETICS AND MOLECULAR BIOLOGY,10.1590/s1415-47572010000300019
133,0.0035860109212501193,0.0012210314898976982,0.003566747168518594,0.01648337095387668,6.505797604253634e-4,0.07263378642268133,0.005644720925562967,0.8875090972389922,0.0016737998716923176,0.007030855247102435,133,133,"Gene expression profiles underlying alternative caste phenotypes in a highly eusocial bee, Melipona quadrifasciata",2006,Scopus,Multiple,Multiple,Melipona; Scaptotrigona,Neotropical,Meliponina,Neotropical,Meliponina,Melipona,1,INSECT MOLECULAR BIOLOGY,10.1111/j.1365-2583.2005.00605.x
134,0.010003061767181597,0.0062291571947891205,0.0035294751749780245,0.019153118765093752,0.300292767683058,0.20661705163379762,0.005077167167006722,0.0033604784940489026,0.4221460498613761,0.02359167225867042,134,134,DNA methylation in stingless bees with low and high heterochromatin contents as assessed by restriction enzyme digestion and image analysis,2006,Scopus,Melipona,Melipona,Melipona,Neotropical,Meliponina,Neotropical,Meliponina,Melipona,1,CYTOMETRY PART A,10.1002/cyto.a.20312
135,0.004413859469386823,9.405929916491496e-4,4.68335800291536e-4,0.002272288797876092,0.9125827059351445,0.004053774107000534,0.0071957548798313965,0.018430038352715665,0.001978345450221428,0.0476643042158829,135,135,"Cytogenetic characterization of Partamona cupira (Hymenoptera, Apidae) by fluorochromes",2010,Scopus,Partamona,Partamona,Partamona,Neotropical,Meliponina,Neotropical,Meliponina,Partamona,1,GENETICS AND MOLECULAR BIOLOGY,10.1590/s1415-47572010005000029
136,9.134017640180702e-4,0.0011015192554561417,0.0018905313379334,0.0020588466366581668,0.0028655409795067662,0.687518249492136,0.015336669924348801,0.001422041361277336,7.419431093300331e-4,0.28615125613933523,136,136,Matrilineage differentiation of the genus Tetragonisca using mitochondrial DNA markers and the polymerase chain reaction-restriction fragment length polymorphism technique,2015,Scopus,Tetragonisca,Tetragonisca,Tetragonisca,Neotropical,Meliponina,Neotropical,Meliponina,Tetragonisca,1,GENETICS AND MOLECULAR RESEARCH,10.4238/2015.october.21.2
137,0.004361080908825546,1.1458755070185613e-4,0.17093126994412697,4.7917471364635774e-4,1.265628310958949e-5,0.007052566234297093,0.8112789661918376,0.002380148107026479,0.0016086481573618797,0.0017809019090663453,137,137,Anthropogenic hive movements are changing the genetic structure of a stingless bee (Tetragonula carbonaria) population along the east coast of Australia,2018,Scopus,Tetragonula,Tetragonula,Tetragonula,Indo-Australasian,Hypotrigonina,Indo-Australasian,Hypotrigonina,Tetragonula,1,CONSERVATION GENETICS,10.1007/s10592-017-1040-9
138,0.0011585792185873124,0.5967625586012814,0.3810502296034662,0.003063586820451872,2.2134167062702538e-5,0.005040238474598551,2.599962519484337e-4,0.0011111999741539194,0.011331953654680413,1.995232337693294e-4,138,138,Stingless bee honey: Evaluating its antibacterial activity and bacterial diversity,2020,Scopus,Multiple,Multiple,Heterotrigona; Homotrigona,Indo-Australasian,Hypotrigonina,Indo-Australasian,Hypotrigonina,Heterotrigona; Homotrigona,2,INSECTS,10.3390/insects11080500
139,0.3244577410098935,0.0018581714799604044,0.001792737466602194,0.03564841358968073,0.5118246694594872,0.10535995550738679,0.010213732455815179,0.002379998502472445,0.0015990186697177184,0.004865561858983884,139,139,The Satellite DNAs Populating the Genome of Trigona hyalinata and the Sharing of a Highly Abundant satDNA in Trigona Genus,2023,Scopus,Trigona,Trigona,Trigona,Neotropical,Meliponina,Neotropical,Meliponina,Trigona,1,GENES,10.3390/genes14020418
140,0.08295555368503275,9.634829521281282e-5,0.004554398194436099,0.002096198862475109,0.004866899159773634,0.17762618419616977,0.6722759379132792,0.004311454485617023,9.049177784019723e-4,0.05031210742960156,140,140,Morphometric and genetic differentiation in isolated populations of the endangered Mesoamerican stingless bee Melipona yucatanica (Hymenoptera: Apoidea) suggest the existence of a two species complex,2010,Scopus,Melipona,Melipona,Melipona,Neotropical,Meliponina,Neotropical,Meliponina,Melipona,1,CONSERVATION GENETICS,10.1007/s10592-010-0087-7
141,0.03544115897362201,0.4931736191319386,0.009124047868857187,0.09377263131964762,0.0023013613297288432,0.2696618647554893,0.014047401103849456,0.060897651869071444,0.002481708627894847,0.01909855501990082,141,141,"Starmerella neotropicalis f. a., sp. nov., a yeast species found in bees and pollen",2013,Scopus,Melipona,Melipona,Melipona,Unassigned,Unassigned,No region assigned,No subtribe assigned,NA,0,INTERNATIONAL JOURNAL OF SYSTEMATIC AND EVOLUTIONARY MICROBIOLOGY,10.1099/ijs.0.055897-0
142,0.005234804857631249,5.149418014704416e-6,0.002620964138006032,7.045257607296943e-4,4.7864766770902795e-4,0.07105528922726351,0.9013336213134333,0.001536967996111471,1.7225538981005046e-4,0.016857774231290753,142,142,Genetic diversity and population structure of Trigona pagdeni Schwarz in Thailand,2008,Scopus,Trigona,Trigona,Trigona,Neotropical,Meliponina,Neotropical,Meliponina,Trigona,1,APIDOLOGIE,10.1051/apido:2008026
143,0.053871718898767816,1.6832092869747358e-5,0.003491572665041892,0.002512579686305021,0.0018940441267904248,0.08602037745541652,0.835386610134366,0.0060273437245317715,4.241149084330068e-4,0.01035480630747747,143,143,"Morphological and molecular characters reveal differentiation in a Neotropical social bee, Melipona beecheii (Apidae: Meliponini)",2007,Scopus,Melipona,Melipona,Melipona,Neotropical,Meliponina,Neotropical,Meliponina,Melipona,1,APIDOLOGIE,10.1051/apido:2007006
144,0.007083085959844699,0.3858044651251947,0.0025910791436326817,0.5513337708953927,0.03861200718514034,0.011027730230850647,1.4198336300051434e-4,0.0020808150197437728,9.890964342751652e-4,3.3596664292485386e-4,144,144,"Complete Genome Sequence of Bacillus velezensis GMEKP1, Isolated from a Natural Bamboo Hive of Stingless Bees",2021,Scopus,Trigona,Trigona,Trigona,Unassigned,Unassigned,No region assigned,No subtribe assigned,NA,0,MICROBIOLOGY RESOURCE ANNOUNCEMENTS,10.1128/mra.00659-21
145,4.698184293542792e-4,0.9929984384732351,0.002419993002339948,0.00169363124248246,9.212653266709834e-5,0.0011504232427234993,9.900204292337745e-6,2.1481576416985766e-4,8.6493580791821e-4,8.59173008166402e-5,145,145,"The screening of probiotic lactic acid bacteria from honey of stingless bee from West Sumatra, Indonesia and using as starter culture",2022,Scopus,Multiple,Multiple,Geniotrigona; Heterotrigona; Tetragonula,Unassigned,Unassigned,No region assigned,No subtribe assigned,NA,0,BIODIVERSITAS,10.13057/biodiv/d231235
146,0.03328893793661651,5.161611326486186e-4,0.014817644465339662,0.1715418154713636,0.024776988917206283,0.22427436026767597,0.44963166211070404,0.03454902668813435,0.0014971450440067439,0.04510625796630383,146,146,Characterization of dinucleotide microsatellite loci for stingless bees,1999,Scopus,Scaptotrigona,Scaptotrigona,Scaptotrigona,Neotropical,Meliponina,Neotropical,Meliponina,Scaptotrigona,1,MOLECULAR ECOLOGY,10.1046/j.1365-294x.1999.00874.x
147,0.015236865235132542,0.040340263298038394,0.11879832777492282,0.07175242066265011,3.573699120656274e-4,0.00934225173851956,0.002742230573991356,0.017467109416562845,0.7223559266040644,0.0016072347840525873,147,147,Functional orthologs of honeybee CYP6AQ1 in stingless bees degrade the butenolide insecticide flupyradifurone,2023,Scopus,Multiple,Multiple,Frieseomelitta; Heterotrigona; Melipona; Tetragonula,Multi-region,Multi-subtribe,Multi-region article,Multi-subtribe article,Frieseomelitta; Heterotrigona; Melipona; Tetragonula,4,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,10.1016/j.ecoenv.2023.115719
148,0.0014230814234539296,0.004791115128492845,0.005566433313927783,1.4287350150460438e-4,0.0017011489622983408,0.0012171351201462441,9.178986382971189e-4,0.0038966454647169665,0.9781099875814964,0.002233680865665634,148,148,A Genetically Modified Anti-Plasmodium Bacterium Is Harmless to the Foragers of the Stingless Bee Partamona helleri,2022,Scopus,Partamona,Partamona,Partamona,Neotropical,Meliponina,Neotropical,Meliponina,Partamona,1,MICROBIAL ECOLOGY,10.1007/s00248-021-01805-9
149,0.0014543947783941251,0.0018412606825344117,0.004048183592785082,1.0054722257149346e-4,0.0014671624491672613,9.622304705511781e-4,0.0014254732731631982,0.004127642657259469,0.9826061165336127,0.001966988339960799,149,149,"The impact of early-life exposure to three agrochemicals on survival, behavior, and gut microbiota of stingless bees (Partamona helleri)",2023,Scopus,Partamona,Partamona,Partamona,Neotropical,Meliponina,Neotropical,Meliponina,Partamona,1,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,10.1007/s11356-023-27385-4
150,0.3572999257998181,8.501784382667926e-4,0.0030708156922717895,0.005089865623269945,0.005005049840647877,0.0016830077439675584,0.0073752404494996605,0.6158023863217599,0.003262690421943656,5.608396685550796e-4,150,150,Gene expression and epigenetics reveal species-specific mechanisms acting upon common molecular pathways in the evolution of task division in bees,2021,Scopus,Tetragonisca,Tetragonisca,Tetragonisca,Neotropical,Meliponina,Neotropical,Meliponina,Tetragonisca,1,SCIENTIFIC REPORTS,10.1038/s41598-020-75432-8
151,0.002315204300215014,2.2682842201909606e-5,0.0013831513732913059,7.470782163751139e-5,0.0035016770145089395,0.011836066844485333,0.6718193654978771,0.004659128022124457,6.588520012463463e-4,0.30372916428241187,151,151,"Comparative study on the use of specific and heterologous microsatellite primers in the stingless bees Melipona rufiventris and M. mondury (Hymenoptera, Apidae)",2010,Scopus,Melipona,Melipona,Melipona,Neotropical,Meliponina,Neotropical,Meliponina,Melipona,1,GENETICS AND MOLECULAR BIOLOGY,10.1590/s1415-47572010005000017
152,0.008578781916882609,0.002200091326273702,0.016449733341103317,0.23674265609196413,0.0018237912390720635,0.7235578110397798,0.005400679820989257,0.002006427649483257,6.04086577294831e-4,0.0026359409971569952,152,152,Presence of nuclear copies of mitochondrial origin (NUMTs) in two related species of stingless bee genus Melipona (Hymenoptera: Meliponini),2013,Scopus,Melipona,Melipona,Melipona,Neotropical,Meliponina,Neotropical,Meliponina,Melipona,1,JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY RESEARCH,10.1111/jzs.12011
153,0.0050847094263315575,3.0756300547565493e-4,1.9372976338096154e-4,0.0015375656893847794,0.9738318020078701,0.002452974292344622,0.003767532270595975,0.0021829206701467615,7.915848897266197e-4,0.009849617984743422,153,153,"Occurrence of b chromosomes in tetragonisca latreille, 1811 (hymenoptera, apidae, meliponini): A new contribution to the cytotaxonomy of the genus",2011,Scopus,Tetragonisca,Tetragonisca,Tetragonisca,Neotropical,Meliponina,Neotropical,Meliponina,Tetragonisca,1,GENETICS AND MOLECULAR BIOLOGY,10.1590/s1415-47572010005000100
154,0.9751680980750199,2.662507664648701e-4,0.0023077644546941572,0.002456781544615755,0.004161253584197567,0.0038701018469602002,0.007868671043311468,0.0028108242693936263,9.566122941649544e-4,1.3364212117673353e-4,154,154,Sympatric cleptobiotic stingless bees have species-specific cuticular profiles that resemble their hosts,2022,Scopus,Multiple,Multiple,Lestrimelitta; Scaptotrigona,Neotropical,Meliponina,Neotropical,Meliponina,Lestrimelitta; Scaptotrigona,2,SCIENTIFIC REPORTS,10.1038/s41598-022-06683-w
155,0.0025934178557279466,0.0020620635191372525,0.0013497387442378093,0.9870170124348882,4.18010852425552e-4,0.00552831408302686,1.281770834786629e-4,7.715701153102603e-4,1.2338292992337027e-4,8.3123818447162e-6,155,155,"The complete mitochondrial genome of the Indian dammer bee, Tetragonula iridipennis, and the phylogenomics of Meliponini",2023,Scopus,Multiple,Multiple,Lepidotrigona; Tetragonula,Indo-Australasian,Hypotrigonina,Indo-Australasian,Hypotrigonina,Lepidotrigona; Tetragonula,2,FRONTIERS IN ECOLOGY AND EVOLUTION,10.3389/fevo.2023.1171242
156,0.00178839297834197,0.0016491739576898845,9.35929415922609e-4,0.9880972651030328,3.506887216011378e-4,0.006408511785110561,1.1030888932916072e-4,5.650060334396856e-4,8.61227925551042e-5,8.600322977573392e-6,156,156,"Complete mitochondrial genome of the stingless bee Geniotrigona thoracica (Hymenoptera, Apidae, Meliponini): presence of genome duplication, heteroplasmy and inverted repeats",2026,Scopus,Multiple,Multiple,Ebaiotrigona; Geniotrigona; Heterotrigona; Lepidotrigona; Melipona; Plebeina; Tetragonula,Indo-Australasian,Hypotrigonina,Indo-Australasian,Hypotrigonina,Geniotrigona; Heterotrigona; Lepidotrigona; Tetragonula,4,MOLECULAR BIOLOGY REPORTS,10.1007/s11033-026-11603-6
